inventory_id,location_type,store_id,warehouse_id,variant_id,quantity
119,Warehouse,null,12,8,2
120,Warehouse,null,4,8,6
121,Store,41,null,9,2
122,Store,70,null,9,1
123,Store,46,null,9,2
124,Store,66,null,9,1
125,Store,33,null,9,1
126,Store,120,null,9,3
127,Store,105,null,9,4
128,Store,68,null,9,2
129,Warehouse,null,10,9,6
130,Warehouse,null,1,9,5
131,Store,28,null,10,4
132,Store,12,null,10,3
133,Store,38,null,10,3
134,Store,54,null,10,1
135,Store,78,null,10,1
136,Store,115,null,10,3
137,Store,70,null,10,1
138,Store,98,null,10,1
139,Store,114,null,10,3
140,Store,50,null,10,1
141,Store,39,null,10,1
142,Warehouse,null,11,10,7
143,Warehouse,null,6,10,8
144,Store,109,null,11,2
145,Store,76,null,11,1
146,Store,82,null,11,2
147,Store,70,null,11,3
148,Store,67,null,11,2
149,Store,96,null,11,3
150,Store,98,null,11,1
151,Store,45,null,11,2
152,Store,101,null,11,2
153,Store,56,null,11,1
154,Warehouse,null,12,11,4
155,Warehouse,null,2,11,4
156,Warehouse,null,9,11,4
157,Store,11,null,12,5
158,Store,119,null,12,1
159,Store,115,null,12,4
160,Store,70,null,12,3
161,Store,78,null,12,2
162,Warehouse,null,5,12,3
163,Warehouse,null,8,12,3
164,Warehouse,null,7,12,4
165,Store,1,null,13,2
166,Store,71,null,13,1
167,Store,91,null,13,3
168,Store,62,null,13,3
169,Store,42,null,13,1
170,Store,93,null,13,1
171,Store,20,null,13,2
172,Store,88,null,13,2
173,Store,89,null,13,1
174,Store,97,null,13,2
175,Store,57,null,13,3
176,Warehouse,null,7,13,6
177,Warehouse,null,9,13,8
178,Store,4,null,14,1
179,Store,19,null,14,1
180,Store,5,null,14,1
181,Store,72,null,14,1
182,Store,115,null,14,1
183,Store,44,null,14,1
184,Store,112,null,14,1
185,Store,30,null,14,1
186,Store,11,null,14,1
187,Store,109,null,14,1
188,Store,116,null,14,1
189,Store,69,null,14,1
190,Store,94,null,14,1
191,Store,65,null,14,1
192,Store,66,null,14,1
193,Store,12,null,14,1
194,Store,29,null,14,1
195,Store,110,null,14,1
196,Store,92,null,14,1
197,Store,114,null,14,1
198,Store,81,null,14,1
199,Warehouse,null,3,14,5
200,Warehouse,null,6,14,2
201,Warehouse,null,4,14,7
202,Store,70,null,15,1
203,Store,41,null,15,3
204,Store,15,null,15,2
205,Store,112,null,15,4
206,Store,48,null,15,2
207,Store,118,null,15,1
208,Store,6,null,15,1
209,Store,24,null,15,2
210,Store,99,null,15,2
211,Warehouse,null,9,15,7
212,Warehouse,null,11,15,5
213,Store,88,null,16,1
214,Store,117,null,16,1
215,Store,57,null,16,2
216,Store,85,null,16,1
217,Store,119,null,16,2
218,Store,90,null,16,3
219,Store,74,null,16,1
220,Store,104,null,16,2
221,Store,8,null,16,2
222,Store,4,null,16,3
223,Store,101,null,16,2
224,Store,71,null,16,3
225,Warehouse,null,3,16,5
226,Warehouse,null,12,16,5
227,Warehouse,null,1,16,6
228,Store,109,null,17,2
229,Store,115,null,17,3
230,Store,120,null,17,1
231,Store,49,null,17,4
232,Store,14,null,17,1
233,Store,119,null,17,2
234,Store,52,null,17,1
235,Store,53,null,17,1
236,Warehouse,null,1,17,4
237,Warehouse,null,4,17,2
238,Warehouse,null,5,17,4
239,Store,71,null,18,3
240,Store,102,null,18,2
241,Store,73,null,18,2
242,Store,45,null,18,2
243,Store,116,null,18,1
244,Store,57,null,18,2
245,Store,49,null,18,2
246,Store,52,null,18,3
247,Store,2,null,18,1
248,Store,41,null,18,2
249,Store,36,null,18,2
250,Warehouse,null,2,18,6
251,Warehouse,null,7,18,3
252,Warehouse,null,8,18,5
253,Store,77,null,19,1
254,Store,35,null,19,1
255,Store,107,null,19,1
256,Store,103,null,19,1
257,Store,100,null,19,1
258,Store,41,null,19,1
259,Store,20,null,19,1
260,Store,2,null,19,1
261,Store,39,null,19,1
262,Store,97,null,19,1
263,Store,119,null,19,1
264,Store,105,null,19,1
265,Store,78,null,19,1
266,Store,74,null,19,1
267,Store,37,null,19,1
268,Store,73,null,19,1
269,Warehouse,null,5,19,10
270,Warehouse,null,1,19,1
271,Store,119,null,20,1
272,Store,34,null,20,1
273,Store,94,null,20,1
274,Store,75,null,20,1
275,Store,115,null,20,1
276,Store,61,null,20,1
277,Store,91,null,20,1
278,Store,18,null,20,1
279,Store,103,null,20,1
280,Store,70,null,20,1
281,Store,42,null,20,1
282,Store,48,null,20,1
283,Store,118,null,20,1
284,Store,92,null,20,1
285,Store,38,null,20,1
286,Store,76,null,20,1
287,Store,97,null,20,1
288,Store,27,null,20,1
289,Store,20,null,20,1
290,Store,88,null,20,1
291,Store,114,null,20,1
292,Store,14,null,20,1
293,Warehouse,null,12,20,7
294,Warehouse,null,2,20,7
295,Store,55,null,21,3
296,Store,63,null,21,3
297,Store,77,null,21,2
298,Store,112,null,21,2
299,Store,19,null,21,2
300,Store,66,null,21,2
301,Store,68,null,21,6
302,Warehouse,null,1,21,3
303,Warehouse,null,9,21,5
304,Warehouse,null,4,21,6
305,Store,52,null,22,1
306,Store,47,null,22,2
307,Store,80,null,22,2
308,Store,78,null,22,5
309,Store,92,null,22,1
310,Store,12,null,22,2
311,Store,102,null,22,1
312,Store,18,null,22,3
313,Store,62,null,22,1
314,Warehouse,null,1,22,5
315,Warehouse,null,8,22,4
316,Warehouse,null,7,22,3
317,Store,113,null,23,2
318,Store,86,null,23,1
319,Store,3,null,23,6
320,Store,77,null,23,4
321,Store,10,null,23,3
322,Store,26,null,23,1
323,Warehouse,null,3,23,4
324,Warehouse,null,8,23,3
325,Warehouse,null,5,23,4
326,Store,80,null,24,1
327,Store,6,null,24,1
328,Store,119,null,24,1
329,Store,15,null,24,1
330,Store,51,null,24,1
331,Store,89,null,24,1
332,Store,34,null,24,1
333,Store,58,null,24,1
334,Store,28,null,24,1
335,Store,81,null,24,1
336,Store,87,null,24,1
337,Store,4,null,24,1
338,Store,65,null,24,1
339,Store,117,null,24,1
340,Store,47,null,24,1
341,Store,95,null,24,1
342,Warehouse,null,12,24,8
343,Warehouse,null,8,24,3
344,Store,19,null,25,3
345,Store,94,null,25,2
346,Store,93,null,25,2
347,Store,53,null,25,3
348,Store,108,null,25,3
349,Warehouse,null,2,25,3
350,Warehouse,null,6,25,5
351,Store,25,null,26,2
352,Store,34,null,26,2
353,Store,29,null,26,2
354,Store,74,null,26,2
355,Store,90,null,26,2
356,Store,48,null,26,2
357,Store,1,null,26,1
358,Warehouse,null,6,26,6
359,Warehouse,null,9,26,3
360,Store,81,null,27,1
361,Store,108,null,27,4
362,Store,106,null,27,3
363,Store,46,null,27,2
364,Store,77,null,27,3
365,Store,45,null,27,3
366,Warehouse,null,7,27,4
367,Warehouse,null,5,27,4
368,Warehouse,null,6,27,3
369,Store,62,null,28,3
370,Store,63,null,28,3
371,Store,54,null,28,2
372,Store,60,null,28,1
373,Store,85,null,28,1
374,Store,23,null,28,2
375,Store,95,null,28,1
376,Warehouse,null,3,28,4
377,Warehouse,null,7,28,2
378,Warehouse,null,1,28,3
379,Store,110,null,29,1
380,Store,54,null,29,1
381,Store,8,null,29,1
382,Store,62,null,29,1
383,Store,50,null,29,1
384,Store,13,null,29,1
385,Store,75,null,29,1
386,Store,108,null,29,1
387,Store,19,null,29,1
388,Store,38,null,29,1
389,Store,63,null,29,1
390,Store,98,null,29,1
391,Store,100,null,29,1
392,Store,102,null,29,1
393,Store,46,null,29,1
394,Store,49,null,29,1
395,Store,55,null,29,1
396,Store,84,null,29,1
397,Store,23,null,29,1
398,Store,25,null,29,1
399,Store,26,null,29,1
400,Warehouse,null,7,29,7
401,Warehouse,null,5,29,7
402,Store,28,null,30,2
403,Store,96,null,30,2
404,Store,61,null,30,2
405,Store,110,null,30,4
406,Store,25,null,30,1
407,Store,119,null,30,1
408,Store,36,null,30,2
409,Store,17,null,30,3
410,Store,112,null,30,1
411,Warehouse,null,2,30,6
412,Warehouse,null,10,30,6
413,Store,111,null,31,2
414,Store,57,null,31,3
415,Store,22,null,31,2
416,Store,103,null,31,1
417,Store,43,null,31,2
418,Store,87,null,31,3
419,Store,32,null,31,1
420,Store,31,null,31,1
421,Store,63,null,31,3
422,Store,99,null,31,1
423,Warehouse,null,5,31,3
424,Warehouse,null,6,31,4
425,Warehouse,null,2,31,5
426,Store,82,null,32,2
427,Store,61,null,32,2
428,Store,33,null,32,1
429,Store,21,null,32,3
430,Store,105,null,32,1
431,Store,28,null,32,1
432,Store,94,null,32,1
433,Store,43,null,32,5
434,Warehouse,null,5,32,5
435,Warehouse,null,7,32,6
436,Store,28,null,33,1
437,Store,17,null,33,1
438,Store,53,null,33,1
439,Store,101,null,33,1
440,Store,11,null,33,1
441,Store,70,null,33,1
442,Store,37,null,33,1
443,Store,106,null,33,1
444,Store,68,null,33,1
445,Store,33,null,33,1
446,Store,98,null,33,1
447,Store,10,null,33,1
448,Store,1,null,33,1
449,Store,115,null,33,1
450,Store,14,null,33,1
451,Store,90,null,33,1
452,Store,3,null,33,1
453,Store,61,null,33,1
454,Store,44,null,33,1
455,Warehouse,null,5,33,5
456,Warehouse,null,8,33,7
457,Store,36,null,34,2
458,Store,62,null,34,3
459,Store,109,null,34,1
460,Store,98,null,34,1
461,Store,5,null,34,2
462,Store,8,null,34,3
463,Store,35,null,34,2
464,Store,88,null,34,2
465,Store,94,null,34,1
466,Store,61,null,34,2
467,Store,101,null,34,2
468,Warehouse,null,8,34,4
469,Warehouse,null,6,34,4
470,Warehouse,null,9,34,6
471,Store,60,null,35,1
472,Store,43,null,35,1
473,Store,111,null,35,2
474,Store,84,null,35,1
475,Store,47,null,35,2
476,Store,68,null,35,3
477,Store,80,null,35,3
478,Store,20,null,35,3
479,Store,119,null,35,1
480,Store,12,null,35,3
481,Store,118,null,35,2
482,Store,107,null,35,1
483,Warehouse,null,1,35,5
484,Warehouse,null,9,35,6
485,Warehouse,null,10,35,4
486,Store,9,null,36,2
487,Store,10,null,36,4
488,Store,54,null,36,1
489,Store,29,null,36,1
490,Store,8,null,36,1
491,Store,20,null,36,2
492,Store,52,null,36,2
493,Store,106,null,36,2
494,Store,41,null,36,1
495,Store,112,null,36,3
496,Warehouse,null,1,36,6
497,Warehouse,null,9,36,6
498,Store,51,null,37,2
499,Store,10,null,37,1
500,Store,1,null,37,3
501,Store,64,null,37,3
502,Store,56,null,37,1
503,Store,83,null,37,1
504,Store,28,null,37,2
505,Warehouse,null,4,37,2
506,Warehouse,null,7,37,6
507,Store,90,null,38,2
508,Store,52,null,38,2
509,Store,17,null,38,2
510,Store,61,null,38,3
511,Store,73,null,38,3
512,Store,97,null,38,4
513,Warehouse,null,7,38,5
514,Warehouse,null,1,38,5
515,Store,115,null,39,1
516,Store,42,null,39,1
517,Store,58,null,39,1
518,Store,114,null,39,1
519,Store,31,null,39,1
520,Store,24,null,39,1
521,Store,40,null,39,1
522,Store,66,null,39,1
523,Store,25,null,39,1
524,Store,71,null,39,1
525,Store,73,null,39,1
526,Store,78,null,39,1
527,Store,60,null,39,1
528,Store,86,null,39,1
529,Store,26,null,39,1
530,Store,8,null,39,1
531,Store,55,null,39,1
532,Store,65,null,39,1
533,Warehouse,null,6,39,7
534,Warehouse,null,10,39,5
535,Store,70,null,40,1
536,Store,98,null,40,3
537,Store,15,null,40,2
538,Store,32,null,40,3
539,Store,42,null,40,1
540,Store,61,null,40,1
541,Store,13,null,40,3
542,Store,80,null,40,2
543,Warehouse,null,11,40,2
544,Warehouse,null,8,40,4
545,Warehouse,null,7,40,4
546,Store,63,null,41,3
547,Store,19,null,41,2
548,Store,116,null,41,2
549,Store,61,null,41,2
550,Store,109,null,41,2
551,Store,36,null,41,1
552,Store,117,null,41,2
553,Store,40,null,41,2
554,Store,78,null,41,2
555,Warehouse,null,7,41,6
556,Warehouse,null,1,41,6
557,Store,80,null,42,1
558,Store,4,null,42,1
559,Store,26,null,42,1
560,Store,120,null,42,1
561,Store,1,null,42,1
562,Store,106,null,42,1
563,Store,11,null,42,1
564,Store,99,null,42,1
565,Store,30,null,42,1
566,Store,60,null,42,1
567,Store,95,null,42,1
568,Store,44,null,42,1
569,Store,70,null,42,1
570,Store,109,null,42,1
571,Warehouse,null,5,42,4
572,Warehouse,null,7,42,2
573,Warehouse,null,2,42,4
574,Store,31,null,43,1
575,Store,13,null,43,1
576,Store,27,null,43,1
577,Store,97,null,43,1
578,Store,109,null,43,1
579,Store,105,null,43,1
580,Store,42,null,43,1
581,Store,96,null,43,1
582,Store,32,null,43,1
583,Warehouse,null,9,43,6
584,Store,70,null,44,3
585,Store,7,null,44,2
586,Store,14,null,44,2
587,Store,112,null,44,3
588,Store,66,null,44,4
589,Store,34,null,44,3
590,Warehouse,null,4,44,3
591,Warehouse,null,9,44,4
592,Warehouse,null,7,44,4
593,Store,44,null,45,1
594,Store,106,null,45,1
595,Store,83,null,45,1
596,Store,55,null,45,1
597,Store,71,null,45,1
598,Store,77,null,45,1
599,Store,64,null,45,1
600,Store,59,null,45,1
601,Store,45,null,45,1
602,Store,73,null,45,1
603,Store,76,null,45,1
604,Store,30,null,45,1
605,Store,56,null,45,1
606,Store,29,null,45,1
607,Store,26,null,45,1
608,Store,34,null,45,1
609,Store,22,null,45,1
610,Warehouse,null,11,45,4
611,Warehouse,null,5,45,7
612,Store,110,null,46,3
613,Store,20,null,46,1
614,Store,92,null,46,6
615,Store,82,null,46,2
616,Store,103,null,46,2
617,Store,71,null,46,4
618,Warehouse,null,4,46,7
619,Warehouse,null,5,46,5
620,Store,46,null,47,1
621,Store,2,null,47,3
622,Store,97,null,47,1
623,Store,58,null,47,1
624,Store,106,null,47,3
625,Store,118,null,47,4
626,Store,6,null,47,2
627,Store,66,null,47,1
628,Store,42,null,47,1
629,Warehouse,null,4,47,4
630,Warehouse,null,11,47,7
631,Store,75,null,48,1
632,Store,31,null,48,1
633,Store,68,null,48,1
634,Store,9,null,48,1
635,Store,79,null,48,1
636,Store,3,null,48,1
637,Store,59,null,48,1
638,Store,55,null,48,1
639,Store,46,null,48,1
640,Store,108,null,48,1
641,Store,1,null,48,1
642,Store,120,null,48,1
643,Store,63,null,48,1
644,Store,91,null,48,1
645,Store,70,null,48,1
646,Store,101,null,48,1
647,Store,27,null,48,1
648,Store,89,null,48,1
649,Store,100,null,48,1
650,Warehouse,null,1,48,5
651,Warehouse,null,9,48,3
652,Warehouse,null,2,48,4
653,Store,4,null,49,3
654,Store,105,null,49,1
655,Store,6,null,49,1
656,Store,54,null,49,1
657,Store,32,null,49,1
658,Store,107,null,49,2
659,Store,77,null,49,2
660,Store,103,null,49,5
661,Store,96,null,49,3
662,Store,11,null,49,1
663,Warehouse,null,11,49,4
664,Warehouse,null,8,49,3
665,Warehouse,null,5,49,6
666,Store,114,null,50,1
667,Store,74,null,50,1
668,Store,73,null,50,1
669,Store,116,null,50,1
670,Store,63,null,50,1
671,Store,57,null,50,1
672,Store,30,null,50,1
673,Store,105,null,50,1
674,Store,44,null,50,1
675,Store,6,null,50,1
676,Store,82,null,50,1
677,Store,68,null,50,1
678,Store,17,null,50,1
679,Store,110,null,50,1
680,Store,33,null,50,1
681,Store,22,null,50,1
682,Warehouse,null,6,50,5
683,Warehouse,null,12,50,2
684,Warehouse,null,3,50,4
685,Store,15,null,51,1
686,Store,24,null,51,1
687,Store,100,null,51,1
688,Store,12,null,51,1
689,Store,68,null,51,1
690,Store,63,null,51,1
691,Store,109,null,51,1
692,Store,22,null,51,1
693,Store,56,null,51,1
694,Store,54,null,51,1
695,Store,76,null,51,1
696,Store,57,null,51,1
697,Store,14,null,51,1
698,Store,73,null,51,1
699,Store,86,null,51,1
700,Store,42,null,51,1
701,Store,27,null,51,1
702,Store,101,null,51,1
703,Store,40,null,51,1
704,Warehouse,null,9,51,2
705,Warehouse,null,8,51,1
706,Warehouse,null,6,51,5
707,Warehouse,null,1,51,5
708,Store,107,null,52,4
709,Store,56,null,52,5
710,Store,104,null,52,1
711,Store,72,null,52,2
712,Store,106,null,52,2
713,Warehouse,null,8,52,4
714,Warehouse,null,6,52,6
715,Store,45,null,53,1
716,Store,104,null,53,1
717,Store,10,null,53,1
718,Store,113,null,53,1
719,Store,118,null,53,1
720,Store,76,null,53,1
721,Store,86,null,53,1
722,Store,93,null,53,1
723,Store,25,null,53,1
724,Store,38,null,53,1
725,Store,61,null,53,1
726,Store,51,null,53,1
727,Store,21,null,53,1
728,Store,41,null,53,1
729,Store,85,null,53,1
730,Store,48,null,53,1
731,Warehouse,null,8,53,6
732,Warehouse,null,3,53,4
733,Store,19,null,54,2
734,Store,67,null,54,3
735,Store,38,null,54,3
736,Store,75,null,54,4
737,Store,84,null,54,2
738,Warehouse,null,9,54,2
739,Warehouse,null,1,54,6
740,Warehouse,null,12,54,2
741,Store,81,null,55,3
742,Store,5,null,55,3
743,Store,18,null,55,1
744,Store,32,null,55,4
745,Store,44,null,55,1
746,Store,71,null,55,3
747,Store,4,null,55,1
748,Store,68,null,55,1
749,Store,103,null,55,1
750,Store,100,null,55,1
751,Warehouse,null,2,55,3
752,Warehouse,null,10,55,3
753,Warehouse,null,5,55,3
754,Warehouse,null,6,55,4
755,Store,19,null,56,3
756,Store,97,null,56,1
757,Store,60,null,56,1
758,Store,108,null,56,1
759,Store,85,null,56,2
760,Store,58,null,56,1
761,Store,49,null,56,1
762,Store,92,null,56,5
763,Store,12,null,56,3
764,Warehouse,null,10,56,6
765,Warehouse,null,3,56,6
766,Store,31,null,57,3
767,Store,40,null,57,1
768,Store,19,null,57,4
769,Store,100,null,57,1
770,Store,120,null,57,2
771,Store,56,null,57,1
772,Store,55,null,57,2
773,Warehouse,null,6,57,4
774,Warehouse,null,4,57,6
775,Store,120,null,58,1
776,Store,28,null,58,3
777,Store,10,null,58,1
778,Store,37,null,58,2
779,Store,14,null,58,3
780,Store,65,null,58,1
781,Store,79,null,58,1
782,Store,33,null,58,2
783,Store,74,null,58,3
784,Warehouse,null,12,58,3
785,Warehouse,null,1,58,9
786,Store,87,null,59,2
787,Store,104,null,59,2
788,Store,76,null,59,2
789,Store,86,null,59,2
790,Store,10,null,59,3
791,Store,73,null,59,1
792,Store,116,null,59,3
793,Store,111,null,59,1
794,Warehouse,null,7,59,3
795,Warehouse,null,11,59,8
796,Store,68,null,60,2
797,Store,87,null,60,3
798,Store,72,null,60,3
799,Store,67,null,60,2
800,Store,50,null,60,2
801,Store,55,null,60,1
802,Store,102,null,60,2
803,Store,93,null,60,1
804,Warehouse,null,7,60,6
805,Warehouse,null,9,60,1
806,Warehouse,null,1,60,4
807,Store,52,null,61,4
808,Store,27,null,61,1
809,Store,88,null,61,3
810,Store,67,null,61,2
811,Store,16,null,61,4
812,Store,86,null,61,3
813,Warehouse,null,7,61,4
814,Warehouse,null,11,61,3
815,Warehouse,null,3,61,4
816,Store,50,null,62,1
817,Store,16,null,62,1
818,Store,7,null,62,1
819,Store,100,null,62,1
820,Store,36,null,62,1
821,Store,37,null,62,1
822,Store,70,null,62,1
823,Store,109,null,62,1
824,Store,56,null,62,1
825,Store,81,null,62,1
826,Store,61,null,62,1
827,Store,27,null,62,1
828,Store,78,null,62,1
829,Warehouse,null,12,62,5
830,Warehouse,null,7,62,3
831,Store,35,null,63,1
832,Store,6,null,63,1
833,Store,21,null,63,1
834,Store,5,null,63,1
835,Store,3,null,63,1
836,Store,94,null,63,1
837,Store,101,null,63,1
838,Store,28,null,63,1
839,Store,43,null,63,1
840,Store,15,null,63,1
841,Store,57,null,63,1
842,Store,98,null,63,1
843,Store,96,null,63,1
844,Store,64,null,63,1
845,Warehouse,null,8,63,4
846,Warehouse,null,12,63,5
847,Store,98,null,64,1
848,Store,24,null,64,1
849,Store,41,null,64,1
850,Store,105,null,64,1
851,Store,80,null,64,1
852,Store,104,null,64,1
853,Store,27,null,64,1
854,Store,103,null,64,1
855,Store,59,null,64,1
856,Store,2,null,64,1
857,Store,32,null,64,1
858,Store,85,null,64,1
859,Store,53,null,64,1
860,Store,56,null,64,1
861,Store,94,null,64,1
862,Store,62,null,64,1
863,Store,72,null,64,1
864,Warehouse,null,8,64,6
865,Warehouse,null,11,64,5
866,Store,46,null,65,1
867,Store,9,null,65,1
868,Store,63,null,65,1
869,Store,15,null,65,1
870,Store,118,null,65,1
871,Store,108,null,65,1
872,Store,90,null,65,1
873,Store,40,null,65,1
874,Store,14,null,65,1
875,Store,58,null,65,1
876,Store,23,null,65,1
877,Store,71,null,65,1
878,Store,13,null,65,1
879,Store,99,null,65,1
880,Store,19,null,65,1
881,Store,67,null,65,1
882,Store,33,null,65,1
883,Warehouse,null,8,65,9
884,Warehouse,null,2,65,2
885,Store,14,null,66,2
886,Store,46,null,66,2
887,Store,101,null,66,3
888,Store,29,null,66,2
889,Store,72,null,66,2
890,Store,103,null,66,2
891,Store,40,null,66,1
892,Store,13,null,66,2
893,Warehouse,null,2,66,4
894,Warehouse,null,8,66,7
895,Store,110,null,67,1
896,Store,64,null,67,1
897,Store,12,null,67,1
898,Store,70,null,67,1
899,Store,72,null,67,1
900,Store,95,null,67,1
901,Store,87,null,67,1
902,Store,76,null,67,1
903,Store,5,null,67,1
904,Store,7,null,67,1
905,Store,50,null,67,1
906,Store,77,null,67,1
907,Store,24,null,67,1
908,Store,59,null,67,1
909,Store,73,null,67,1
910,Warehouse,null,12,67,4
911,Warehouse,null,9,67,6
912,Store,74,null,68,2
913,Store,70,null,68,7
914,Store,93,null,68,1
915,Store,30,null,68,2
916,Store,99,null,68,2
917,Store,82,null,68,2
918,Store,37,null,68,3
919,Warehouse,null,6,68,6
920,Warehouse,null,8,68,6
921,Store,119,null,69,2
922,Store,113,null,69,2
923,Store,51,null,69,2
924,Store,14,null,69,1
925,Store,110,null,69,2
926,Store,95,null,69,1
927,Store,71,null,69,3
928,Store,16,null,69,2
929,Store,66,null,69,1
930,Store,90,null,69,3
931,Warehouse,null,7,69,6
932,Warehouse,null,9,69,7
933,Store,39,null,70,4
934,Store,7,null,70,8
935,Store,42,null,70,1
936,Store,119,null,70,1
937,Store,59,null,70,2
938,Store,90,null,70,3
939,Store,108,null,70,3
940,Store,84,null,70,2
941,Warehouse,null,12,70,6
942,Warehouse,null,11,70,4
943,Warehouse,null,2,70,2
944,Warehouse,null,4,70,4
945,Store,112,null,71,1
946,Store,3,null,71,1
947,Store,35,null,71,1
948,Store,13,null,71,1
949,Store,100,null,71,1
950,Store,97,null,71,1
951,Store,61,null,71,1
952,Store,107,null,71,1
953,Store,28,null,71,1
954,Store,62,null,71,1
955,Store,103,null,71,1
956,Store,59,null,71,1
957,Store,75,null,71,1
958,Store,7,null,71,1
959,Store,34,null,71,1
960,Store,101,null,71,1
961,Store,96,null,71,1
962,Store,118,null,71,1
963,Store,36,null,71,1
964,Store,41,null,71,1
965,Store,5,null,71,1
966,Store,119,null,71,1
967,Warehouse,null,12,71,6
968,Warehouse,null,7,71,8
969,Store,15,null,72,1
970,Store,55,null,72,2
971,Store,44,null,72,2
972,Store,13,null,72,1
973,Store,63,null,72,1
974,Store,32,null,72,3
975,Store,79,null,72,4
976,Store,116,null,72,1
977,Store,56,null,72,2
978,Warehouse,null,10,72,4
979,Warehouse,null,5,72,7
980,Store,82,null,73,2
981,Store,87,null,73,2
982,Store,74,null,73,1
983,Store,64,null,73,1
984,Store,3,null,73,1
985,Store,38,null,73,1
986,Store,19,null,73,2
987,Store,10,null,73,2
988,Store,118,null,73,1
989,Store,36,null,73,3
990,Store,113,null,73,4
991,Store,15,null,73,3
992,Warehouse,null,6,73,3
993,Warehouse,null,9,73,6
994,Warehouse,null,3,73,6
995,Store,33,null,74,2
996,Store,84,null,74,6
997,Store,24,null,74,1
998,Store,49,null,74,3
999,Store,21,null,74,3
1000,Store,72,null,74,2
1001,Store,95,null,74,3
1002,Warehouse,null,2,74,4
1003,Warehouse,null,1,74,3
1004,Warehouse,null,3,74,6
1005,Store,116,null,75,1
1006,Store,31,null,75,1
1007,Store,21,null,75,1
1008,Store,29,null,75,1
1009,Store,20,null,75,1
1010,Store,75,null,75,1
1011,Store,24,null,75,1
1012,Store,83,null,75,1
1013,Store,32,null,75,1
1014,Store,8,null,75,1
1015,Store,90,null,75,1
1016,Store,16,null,75,1
1017,Store,92,null,75,1
1018,Store,30,null,75,1
1019,Store,44,null,75,1
1020,Store,47,null,75,1
1021,Warehouse,null,3,75,1
1022,Warehouse,null,4,75,4
1023,Warehouse,null,11,75,6
1024,Store,58,null,76,2
1025,Store,93,null,76,1
1026,Store,112,null,76,1
1027,Store,18,null,76,1
