purchase_order_id,supplier_id,warehouse_id,purchase_datetime
282,23,11,2019-04-16 10:39:46
283,10,1,2019-04-19 14:43:39
284,7,2,2019-04-22 10:09:17
285,33,10,2019-04-25 10:40:50
286,24,8,2019-04-26 09:22:41
287,31,5,2019-05-08 13:12:06
288,22,1,2019-05-11 10:21:57
289,12,12,2019-05-13 09:29:15
290,28,1,2019-05-13 16:44:03
291,26,9,2019-05-15 15:10:55
292,28,3,2019-05-16 15:23:50
293,25,10,2019-05-17 13:07:44
294,6,4,2019-05-20 16:47:28
295,32,10,2019-05-22 14:10:40
296,40,2,2019-05-24 16:27:11
297,24,9,2019-05-25 11:54:10
298,7,3,2019-05-25 14:46:27
299,1,9,2019-05-25 15:54:04
300,40,5,2019-05-27 18:47:16
301,24,2,2019-05-29 11:30:02
302,4,11,2019-05-30 18:57:04
303,13,6,2019-06-03 13:00:34
304,1,8,2019-06-05 10:46:35
305,18,11,2019-06-05 12:25:39
306,10,1,2019-06-05 13:07:52
307,24,8,2019-06-06 10:13:02
308,18,10,2019-06-06 12:02:20
309,38,1,2019-06-08 09:25:00
310,19,5,2019-06-08 11:25:01
311,2,2,2019-06-10 10:31:39
312,23,11,2019-06-10 13:57:14
313,33,7,2019-06-12 11:49:19
314,19,1,2019-06-12 14:48:30
315,31,12,2019-06-14 15:04:47
316,17,8,2019-06-15 16:50:08
317,6,5,2019-06-21 12:57:55
318,16,4,2019-06-21 13:20:01
319,24,12,2019-06-24 16:56:30
320,40,7,2019-06-24 17:58:19
321,20,5,2019-06-25 15:47:29
322,32,7,2019-06-25 17:22:25
323,24,5,2019-06-26 10:31:06
324,5,5,2019-06-26 13:20:25
325,22,1,2019-06-27 14:15:28
326,2,9,2019-06-28 17:58:14
327,17,5,2019-07-02 09:55:51
328,32,2,2019-07-02 15:31:11
329,18,7,2019-07-17 17:52:03
330,25,6,2019-07-22 14:48:42
331,40,1,2019-07-23 14:26:32
332,32,12,2019-07-24 09:19:45
333,22,5,2019-07-24 14:29:43
334,19,5,2019-07-31 14:17:31
335,11,5,2019-08-02 18:54:36
336,27,5,2019-08-12 16:15:00
337,4,1,2019-08-13 11:21:06
338,40,6,2019-08-14 16:49:46
339,25,7,2019-08-17 15:07:12
340,40,2,2019-08-19 14:43:05
341,27,5,2019-08-22 18:29:56
342,40,4,2019-08-24 16:50:16
343,40,9,2019-08-26 17:09:19
344,15,2,2019-08-28 10:08:35
345,5,2,2019-08-29 17:44:00
346,23,3,2019-08-30 13:35:12
347,22,8,2019-08-30 17:00:29
348,40,5,2019-08-31 16:32:40
349,27,7,2019-09-02 14:53:13
350,22,1,2019-09-03 11:24:13
351,33,2,2019-09-04 14:13:03
352,28,9,2019-09-06 11:06:43
353,19,5,2019-09-06 18:51:57
354,23,8,2019-09-07 12:55:56
355,24,6,2019-09-07 15:31:20
356,24,7,2019-09-09 09:41:38
357,40,8,2019-09-11 18:33:58
358,40,4,2019-09-14 15:26:53
359,3,9,2019-09-16 16:07:36
360,33,12,2019-09-21 10:17:51
361,20,6,2019-09-21 11:14:50
362,28,12,2019-09-23 10:28:12
363,2,5,2019-09-23 12:46:40
364,14,8,2019-09-24 17:23:48
365,2,8,2019-09-26 18:06:57
366,13,1,2019-09-30 10:33:50
367,28,8,2019-10-03 13:31:18
368,17,5,2019-10-05 10:42:10
369,34,10,2019-10-09 11:14:29
370,5,2,2019-10-14 16:09:40
371,23,2,2019-10-15 12:35:30
372,26,5,2019-10-15 15:01:20
373,32,4,2019-10-15 18:52:23
374,40,1,2019-10-16 13:00:22
375,26,8,2019-10-19 18:05:29
376,24,1,2019-10-21 09:53:13
377,10,5,2019-10-21 16:28:57
378,14,9,2019-10-21 18:08:36
379,25,8,2019-10-22 09:44:11
380,3,10,2019-10-22 13:39:31
381,16,10,2019-10-24 13:15:24
382,25,7,2019-10-25 13:31:29
383,28,4,2019-10-25 17:26:33
384,24,5,2019-10-25 18:11:32
385,5,5,2019-10-26 11:17:35
386,5,7,2019-10-28 12:31:50
387,32,10,2019-10-31 13:27:38
388,34,8,2019-11-01 11:48:15
389,24,8,2019-11-02 12:12:58
390,37,7,2019-11-04 15:50:49
391,21,7,2019-11-07 18:50:25
392,18,10,2019-11-11 16:02:24
393,25,5,2019-11-14 12:17:34
394,32,2,2019-11-16 10:34:30
395,32,7,2019-11-16 16:35:40
396,8,5,2019-11-18 14:18:21
397,5,2,2019-11-19 16:08:36
398,3,4,2019-11-20 09:21:06
399,4,2,2019-11-20 17:52:47
400,13,1,2019-11-23 11:00:17
401,7,2,2019-11-23 12:32:19
402,11,1,2019-11-27 09:09:31
403,39,1,2019-11-27 12:33:27
404,24,11,2019-11-29 15:00:36
405,33,5,2019-11-29 17:44:17
406,23,9,2019-12-02 12:50:44
407,36,12,2019-12-04 10:37:36
408,18,5,2019-12-05 11:46:46
409,27,8,2019-12-09 14:11:30
410,14,10,2019-12-09 15:51:18
411,8,2,2019-12-09 16:00:08
412,13,8,2019-12-10 09:31:46
413,1,5,2019-12-10 10:57:53
414,35,10,2019-12-10 12:59:01
415,29,3,2019-12-10 13:17:01
416,29,2,2019-12-13 18:15:04
417,12,2,2019-12-18 18:41:06
418,40,1,2019-12-21 14:20:22
419,16,5,2019-12-23 13:59:48
420,26,2,2019-12-23 16:51:42
421,24,10,2019-12-25 16:31:16
422,28,12,2019-12-26 14:59:33
423,28,1,2019-12-26 16:14:37
424,37,6,2019-12-26 18:25:10
425,40,1,2019-12-28 16:28:49
426,19,5,2020-01-04 18:47:11
427,3,10,2020-01-06 10:04:53
428,40,9,2020-01-07 09:07:24
429,22,12,2020-01-07 17:47:45
430,31,5,2020-01-13 14:08:39
431,32,10,2020-01-14 09:08:02
432,27,3,2020-01-14 18:03:30
433,23,8,2020-01-15 17:03:20
434,6,7,2020-01-18 12:27:14
435,33,5,2020-01-20 11:40:00
436,37,3,2020-01-21 14:16:39
437,22,11,2020-01-24 09:31:44
438,24,9,2020-01-24 10:12:35
439,34,10,2020-01-28 11:47:11
440,22,6,2020-01-30 11:54:54
441,3,6,2020-02-01 13:13:02
442,35,10,2020-02-03 10:38:23
443,31,2,2020-02-03 15:58:30
444,20,1,2020-02-04 16:32:37
445,23,8,2020-02-05 17:14:37
446,10,2,2020-02-07 12:28:48
447,36,10,2020-02-10 16:46:36
448,24,8,2020-02-11 16:03:03
449,24,5,2020-02-12 09:47:58
450,40,6,2020-02-18 12:43:26
451,20,4,2020-02-21 15:30:58
452,24,8,2020-02-22 12:00:08
453,1,1,2020-02-22 16:50:13
454,12,7,2020-02-25 16:25:49
455,3,1,2020-02-26 15:42:56
456,31,5,2020-02-28 14:57:05
457,34,10,2020-03-02 09:14:29
458,39,5,2020-03-02 12:44:35
459,25,8,2020-03-03 14:06:14
460,26,9,2020-03-07 14:22:45
461,32,10,2020-03-12 12:46:21
462,23,8,2020-03-13 18:04:27
463,30,5,2020-03-18 14:40:32
464,3,1,2020-03-19 17:47:25
465,5,2,2020-03-26 11:31:36
466,24,11,2020-03-28 12:49:07
467,37,5,2020-04-06 10:07:44
468,26,8,2020-04-06 16:50:36
469,28,10,2020-04-10 15:15:02
470,23,12,2020-04-13 16:48:35
471,26,8,2020-04-16 11:39:40
472,35,2,2020-04-16 18:55:29
473,7,10,2020-04-21 14:14:06
474,25,7,2020-04-21 17:34:56
475,2,2,2020-04-22 09:39:02
476,6,7,2020-04-23 09:16:43
477,33,2,2020-04-25 18:43:41
478,24,8,2020-05-01 15:52:54
479,33,9,2020-05-07 11:58:36
480,36,7,2020-05-13 13:31:12
481,13,1,2020-05-16 18:02:35
482,40,9,2020-05-18 17:29:31
483,18,4,2020-05-21 14:01:34
484,40,8,2020-05-23 09:23:34
485,35,10,2020-05-26 18:50:45
486,33,5,2020-05-29 10:21:01
487,21,12,2020-05-29 15:24:30
488,1,8,2020-06-01 16:52:59
489,37,1,2020-06-03 18:37:47
490,23,8,2020-06-04 15:31:46
491,28,1,2020-06-05 12:05:13
492,10,5,2020-06-09 18:15:31
493,3,8,2020-06-10 12:11:38
494,40,9,2020-06-10 14:23:13
495,13,2,2020-06-11 18:26:12
496,4,11,2020-06-13 09:22:02
497,32,7,2020-06-13 17:29:54
498,34,9,2020-06-15 09:20:40
499,13,6,2020-06-15 13:16:47
500,24,8,2020-06-15 16:48:09
501,3,12,2020-06-16 09:05:14
502,15,5,2020-06-16 10:28:08
503,32,2,2020-06-18 18:40:37
504,24,9,2020-06-20 11:55:41
505,24,5,2020-06-20 15:47:14
506,36,10,2020-06-23 09:32:40
507,34,10,2020-06-24 18:16:06
508,23,11,2020-06-25 17:23:07
509,31,6,2020-07-03 17:17:42
510,17,8,2020-07-04 09:17:34
511,2,2,2020-07-04 12:15:25
512,16,4,2020-07-06 15:48:02
513,27,1,2020-07-07 15:59:05
514,33,8,2020-07-07 16:15:21
515,32,4,2020-07-09 12:42:37
516,23,12,2020-07-10 14:54:52
517,13,1,2020-07-10 17:09:17
518,23,3,2020-07-11 13:03:23
519,28,5,2020-07-13 12:49:24
520,30,5,2020-07-17 15:33:15
521,24,4,2020-07-20 12:01:54
522,30,8,2020-07-20 13:43:40
523,34,10,2020-07-21 10:58:17
524,24,8,2020-07-21 12:58:09
525,13,1,2020-07-27 11:33:08
526,25,2,2020-07-27 13:17:56
527,23,2,2020-07-27 17:56:57
528,24,7,2020-07-28 09:22:31
529,5,10,2020-07-29 15:08:01
530,32,1,2020-08-01 11:49:14
531,24,1,2020-08-03 18:00:53
532,40,7,2020-08-05 10:16:49
533,37,12,2020-08-06 09:35:43
534,28,9,2020-08-06 13:23:21
535,32,10,2020-08-08 09:56:49
536,40,11,2020-08-10 18:59:47
537,26,8,2020-08-11 10:00:04
538,24,8,2020-08-11 12:49:06
539,7,1,2020-08-14 11:42:13
540,33,8,2020-08-14 14:11:29
541,12,2,2020-08-20 16:51:41
542,35,1,2020-08-22 15:28:39
543,30,3,2020-08-22 17:17:03
544,27,8,2020-08-24 09:37:49
545,40,8,2020-08-25 12:58:16
546,6,3,2020-08-25 15:30:25
547,12,5,2020-08-26 09:13:51
548,32,10,2020-08-26 18:17:00
549,4,3,2020-08-27 11:34:09
550,40,1,2020-08-27 11:55:59
551,38,5,2020-08-28 13:47:50
552,40,4,2020-09-02 13:53:38
553,40,5,2020-09-08 10:20:26
554,2,3,2020-09-10 09:43:20
555,34,8,2020-09-10 17:36:06
556,5,2,2020-09-11 15:35:26
557,27,9,2020-09-12 14:46:20
558,40,5,2020-09-12 15:05:54
559,40,8,2020-09-17 11:44:45
560,40,9,2020-09-17 12:37:43
561,24,1,2020-09-17 13:37:08
562,6,10,2020-09-17 16:20:28
563,14,1,2020-09-21 15:47:55
564,37,2,2020-09-22 14:44:55
565,40,5,2020-09-25 15:39:47
566,31,9,2020-09-25 18:18:47
567,40,1,2020-09-28 12:50:37
568,38,8,2020-09-29 12:24:49
569,3,2,2020-09-29 16:45:26
570,40,2,2020-10-01 10:11:54
571,2,11,2020-10-02 13:56:50
572,24,6,2020-10-02 14:50:23
573,1,2,2020-10-02 15:51:03
574,5,9,2020-10-05 16:14:01
575,27,2,2020-10-07 09:32:06
576,34,8,2020-10-08 10:18:16
577,21,9,2020-10-08 16:54:34
578,31,4,2020-10-09 18:31:52
579,13,1,2020-10-10 12:34:18
580,38,8,2020-10-12 14:33:22
581,34,5,2020-10-12 16:52:14
582,24,7,2020-10-13 11:13:01
583,40,9,2020-10-14 11:09:24
584,40,10,2020-10-14 12:57:46
585,40,3,2020-10-15 11:12:26
586,35,9,2020-10-15 11:26:25
587,24,1,2020-10-15 15:54:19
588,40,10,2020-10-15 15:55:44
589,25,10,2020-10-16 18:16:57
590,25,8,2020-10-17 13:08:41
591,24,7,2020-10-17 17:27:40
592,24,8,2020-10-19 12:20:46
593,38,7,2020-10-20 14:01:52
594,26,1,2020-10-28 18:21:11
595,40,8,2020-10-31 12:35:06
596,26,2,2020-11-04 17:39:10
597,7,5,2020-11-05 14:04:42
598,25,8,2020-11-05 15:12:15
599,33,1,2020-11-06 10:40:17
600,24,12,2020-11-07 14:22:14
601,24,8,2020-11-07 16:46:16
602,16,7,2020-11-07 17:53:05
603,24,5,2020-11-09 10:06:51
604,40,4,2020-11-09 12:20:09
605,40,1,2020-11-09 18:10:03
606,4,1,2020-11-12 11:37:39
607,23,2,2020-11-13 13:11:54
608,27,5,2020-11-14 12:46:36
609,6,5,2020-11-16 09:54:34
610,15,1,2020-11-16 15:10:27
611,24,8,2020-11-18 14:36:35
612,10,8,2020-11-18 17:15:54
613,26,2,2020-11-19 14:09:40
614,34,10,2020-11-19 14:24:09
615,15,9,2020-11-19 15:48:59
616,11,6,2020-11-21 14:42:24
617,40,1,2020-11-21 18:21:42
618,13,7,2020-11-26 13:17:43
619,40,4,2020-11-26 14:43:07
620,24,2,2020-11-27 14:43:25
621,34,5,2020-11-27 16:41:13
622,11,5,2020-12-01 12:07:10
623,31,4,2020-12-01 13:44:45
624,24,1,2020-12-03 11:42:00
625,29,5,2020-12-03 11:47:46
626,1,1,2020-12-03 13:49:25
627,36,2,2020-12-05 09:37:13
628,26,8,2020-12-05 10:37:25
629,38,11,2020-12-05 10:44:34
630,20,9,2020-12-07 11:58:23
631,26,5,2020-12-07 12:28:53
632,33,5,2020-12-07 16:25:59
633,24,6,2020-12-08 09:53:34
634,5,12,2020-12-08 17:16:41
635,27,8,2020-12-09 09:18:23
636,24,7,2020-12-10 14:01:10
637,29,5,2020-12-10 17:58:14
638,28,6,2020-12-11 09:44:41
639,24,4,2020-12-11 16:11:08
640,31,5,2020-12-11 18:17:53
641,23,8,2020-12-16 09:19:54
642,40,5,2020-12-16 09:34:28
643,10,1,2020-12-18 18:24:31
644,25,1,2020-12-19 16:19:24
645,25,8,2020-12-21 10:22:45
646,37,5,2020-12-21 10:36:02
647,35,8,2020-12-22 11:52:23
648,23,9,2020-12-24 11:26:51
649,24,5,2020-12-25 17:52:53
650,8,5,2020-12-28 17:32:18
651,26,8,2021-01-05 11:17:36
652,1,5,2021-01-06 14:54:25
653,21,6,2021-01-09 12:18:52
654,9,3,2021-01-16 09:35:20
655,6,2,2021-01-16 11:02:55
656,25,8,2021-01-16 14:58:06
657,24,5,2021-01-19 13:43:44
658,33,5,2021-01-21 16:00:01
659,24,8,2021-01-27 15:35:46
660,35,8,2021-01-29 11:09:53
661,21,5,2021-02-06 11:18:07
662,24,5,2021-02-06 15:38:28
663,14,10,2021-02-10 15:38:45
664,30,3,2021-02-11 13:13:53
665,27,2,2021-02-13 15:48:16
666,37,3,2021-02-15 12:23:21
667,15,1,2021-02-15 12:35:14
668,32,8,2021-02-16 14:08:18
669,24,8,2021-02-19 17:40:53
670,31,5,2021-02-20 09:44:05
671,24,10,2021-02-23 17:24:30
672,24,2,2021-02-24 09:35:22
673,29,9,2021-02-27 15:50:04
674,25,4,2021-02-27 18:13:05
675,40,9,2021-03-04 15:21:05
676,26,12,2021-03-06 12:25:14
677,3,1,2021-03-06 18:11:46
678,1,11,2021-03-06 18:23:57
679,24,5,2021-03-08 17:23:50
680,24,4,2021-03-10 09:46:38
681,5,4,2021-03-12 11:56:50
682,6,5,2021-03-15 12:57:37
683,14,1,2021-03-16 12:10:59
684,33,10,2021-03-18 17:04:56
685,7,1,2021-03-19 15:13:35
686,24,7,2021-03-22 11:37:01
687,30,5,2021-03-25 17:43:51
688,10,1,2021-03-26 10:10:33
689,40,10,2021-03-26 13:41:40
690,35,10,2021-03-29 11:21:43
691,24,8,2021-03-29 13:13:54
692,37,1,2021-03-30 10:34:59
693,34,10,2021-03-30 14:13:27
694,5,1,2021-04-01 14:01:44
695,23,9,2021-04-02 17:43:41
696,11,9,2021-04-05 09:14:16
697,1,1,2021-04-05 11:13:43
698,23,5,2021-04-06 16:43:44
699,40,7,2021-04-07 10:39:43
700,21,6,2021-04-07 15:33:51
701,33,2,2021-04-09 13:53:44
702,24,1,2021-04-12 13:17:48
703,26,9,2021-04-12 16:03:18
704,32,12,2021-04-12 18:07:43
705,40,1,2021-04-15 14:54:31
706,34,7,2021-04-15 17:23:59
707,13,7,2021-04-16 11:56:41
708,25,10,2021-04-16 18:34:26
709,35,6,2021-04-17 11:20:01
710,39,2,2021-04-19 10:02:10
711,23,9,2021-04-19 10:40:09
712,24,7,2021-04-19 16:17:02
713,29,9,2021-04-20 12:45:48
714,24,12,2021-04-20 13:34:29
715,25,8,2021-04-22 14:13:43
716,3,2,2021-04-23 10:02:52
717,2,7,2021-04-24 09:22:30
718,13,1,2021-04-24 10:06:26
719,27,8,2021-04-24 11:44:11
720,21,7,2021-04-26 10:40:34
721,25,8,2021-04-26 18:47:29
722,39,1,2021-05-03 09:50:43
723,32,8,2021-05-03 11:42:35
724,13,2,2021-05-07 12:47:16
725,24,4,2021-05-10 10:04:21
726,24,8,2021-05-13 15:55:13
727,30,8,2021-05-13 17:20:58
728,30,8,2021-05-14 10:04:19
729,22,2,2021-05-17 12:11:59
730,24,8,2021-05-17 16:45:33
731,17,9,2021-05-19 09:17:34
732,21,2,2021-05-19 14:34:55
733,35,1,2021-05-24 15:32:34
