order_id,customer_id,store_id,order_datetime,sales_channel,payment_method
99,83193,22,2016-06-17 13:30:31,Offline Store,Card
100,5266,22,2016-06-17 16:26:53,Offline Store,UPI
101,74936,22,2016-06-17 16:28:45,Offline Store,Cash
102,46110,22,2016-06-17 16:47:13,Offline Store,Card
103,11705,22,2016-06-17 18:18:13,Offline Store,Cash
104,73611,22,2016-06-17 20:08:11,Offline Store,UPI
105,77232,22,2016-06-17 21:30:25,Offline Store,UPI
106,12625,22,2016-06-17 22:40:56,Website,UPI
107,58883,22,2016-06-18 08:32:56,Website,UPI
108,45833,22,2016-06-18 12:13:05,Offline Store,Cash
109,39420,22,2016-06-18 14:43:56,Offline Store,UPI
110,10989,22,2016-06-18 16:17:00,Offline Store,UPI
111,4754,22,2016-06-18 17:33:38,Offline Store,UPI
112,30076,22,2016-06-18 18:36:13,Website,UPI
113,52368,22,2016-06-18 20:26:30,Offline Store,Card
114,55021,22,2016-06-19 11:57:11,Offline Store,UPI
115,73611,22,2016-06-19 14:10:42,Offline Store,UPI
116,66201,22,2016-06-19 17:02:32,Offline Store,UPI
117,94362,22,2016-06-19 18:38:22,Offline Store,Cash
118,28241,22,2016-06-19 19:05:17,Offline Store,Card
119,97290,22,2016-06-19 19:23:29,Offline Store,Card
120,28241,22,2016-06-19 19:30:23,Offline Store,Cash
121,67016,22,2016-06-19 19:55:22,Offline Store,Cash
122,72474,22,2016-06-20 14:12:50,Offline Store,Cash
123,4911,22,2016-06-20 18:39:48,Offline Store,UPI
124,78653,22,2016-06-20 20:53:45,Offline Store,UPI
125,84456,22,2016-06-21 14:21:21,Offline Store,Cash
126,72538,22,2016-06-21 14:30:16,Offline Store,Card
127,50722,22,2016-06-21 17:27:33,Offline Store,UPI
128,67241,22,2016-06-21 20:55:03,Offline Store,Card
129,91781,22,2016-06-22 12:30:26,Offline Store,Cash
130,63055,22,2016-06-22 18:12:56,Offline Store,UPI
131,48698,22,2016-06-22 19:34:03,Offline Store,UPI
132,53933,22,2016-06-23 13:09:25,Offline Store,Card
133,90927,22,2016-06-23 18:04:13,Website,UPI
134,60283,22,2016-06-23 18:27:49,Offline Store,UPI
135,50307,22,2016-06-23 21:21:55,Offline Store,UPI
136,83193,22,2016-06-24 16:17:15,Offline Store,Card
137,44740,22,2016-06-24 16:36:37,Offline Store,UPI
138,63705,22,2016-06-25 11:24:15,Offline Store,Cash
139,98395,22,2016-06-25 16:44:03,Offline Store,Cash
140,51210,22,2016-06-25 18:01:21,Website,UPI
141,14627,22,2016-06-25 18:37:50,Offline Store,Cash
142,78099,22,2016-06-25 19:11:41,Offline Store,Cash
143,91333,22,2016-06-25 20:43:18,Offline Store,Net Banking
144,36079,22,2016-06-26 13:25:47,Offline Store,UPI
145,3903,17,2016-06-26 16:04:59,Offline Store,Cash
146,81754,22,2016-06-26 18:53:44,Offline Store,Card
147,64453,22,2016-06-26 19:13:13,Offline Store,Cash
148,88133,22,2016-06-27 17:49:23,Offline Store,Cash
149,53933,22,2016-06-27 20:03:06,Offline Store,UPI
150,67016,22,2016-06-27 22:25:57,Mobile App,UPI
151,72439,22,2016-06-28 11:00:05,Offline Store,UPI
152,11705,22,2016-06-28 13:50:47,Offline Store,UPI
153,76832,22,2016-06-28 17:29:45,Offline Store,UPI
154,14505,22,2016-06-28 19:30:56,Offline Store,Card
155,29783,22,2016-06-29 12:45:54,Offline Store,UPI
156,57987,22,2016-06-29 15:03:29,Offline Store,UPI
157,88922,22,2016-06-29 15:21:28,Offline Store,UPI
158,68434,22,2016-06-29 16:16:47,Offline Store,Cash
159,67297,22,2016-06-29 16:27:03,Offline Store,Cash
160,59721,22,2016-06-29 18:04:58,Offline Store,Card
161,99483,22,2016-06-29 19:13:51,Offline Store,UPI
162,35208,22,2016-06-29 21:55:13,Website,Card
163,35155,22,2016-06-30 17:53:15,Mobile App,UPI
164,29665,22,2016-06-30 18:27:40,Offline Store,UPI
165,53237,22,2016-06-30 19:08:44,Offline Store,UPI
166,34050,17,2016-07-01 08:43:09,Website,Card
167,26300,17,2016-07-01 13:18:07,Offline Store,UPI
168,74123,17,2016-07-01 14:58:33,Mobile App,UPI
169,70275,22,2016-07-01 17:20:23,Offline Store,Cash
170,48698,22,2016-07-01 18:46:23,Offline Store,UPI
171,32942,17,2016-07-01 18:53:14,Offline Store,Cash
172,80116,17,2016-07-02 14:48:26,Offline Store,UPI
173,80162,22,2016-07-02 16:44:26,Offline Store,Cash
174,91790,17,2016-07-02 18:15:19,Offline Store,UPI
175,19774,17,2016-07-02 19:27:33,Offline Store,UPI
176,34500,22,2016-07-02 20:26:00,Offline Store,Cash
177,89588,22,2016-07-03 01:55:15,Website,UPI
178,58812,17,2016-07-03 11:10:32,Offline Store,UPI
179,15464,17,2016-07-03 13:12:27,Offline Store,UPI
180,866,17,2016-07-03 14:29:41,Offline Store,UPI
181,30354,22,2016-07-03 17:39:36,Offline Store,UPI
182,67016,22,2016-07-03 18:19:04,Offline Store,Card
183,25116,22,2016-07-03 18:30:09,Offline Store,Cash
184,52778,17,2016-07-03 19:37:25,Offline Store,Cash
185,42708,17,2016-07-04 17:40:04,Offline Store,Cash
186,67434,22,2016-07-04 19:03:16,Offline Store,Card
187,70275,22,2016-07-04 21:58:23,Offline Store,UPI
188,41130,17,2016-07-05 04:58:13,Flipkart,Net Banking
189,44369,22,2016-07-05 09:57:22,Amazon,UPI
190,73830,22,2016-07-05 12:01:40,Offline Store,UPI
191,19027,17,2016-07-05 12:02:33,Flipkart,Net Banking
192,28506,17,2016-07-05 15:10:53,Website,UPI
193,11873,17,2016-07-05 16:17:20,Offline Store,UPI
194,90927,22,2016-07-05 17:03:04,Mobile App,Card
195,82381,22,2016-07-05 18:36:48,Offline Store,UPI
196,23952,17,2016-07-07 13:59:53,Offline Store,UPI
197,39939,17,2016-07-07 16:10:19,Offline Store,UPI
198,6801,17,2016-07-07 18:56:00,Offline Store,UPI
199,74402,22,2016-07-07 20:34:34,Offline Store,UPI
200,32942,22,2016-07-08 16:30:45,Amazon,Net Banking
201,88747,17,2016-07-08 17:16:08,Offline Store,UPI
202,73611,17,2016-07-09 06:20:39,Website,Net Banking
203,14505,17,2016-07-09 12:25:58,Offline Store,UPI
204,24970,17,2016-07-09 13:34:58,Offline Store,UPI
205,89523,17,2016-07-09 17:57:07,Offline Store,UPI
206,15481,22,2016-07-09 20:13:40,Offline Store,UPI
207,12133,22,2016-07-10 10:41:04,Flipkart,Net Banking
208,74936,17,2016-07-10 15:50:16,Offline Store,Cash
209,37571,22,2016-07-10 18:05:41,Offline Store,UPI
210,38705,22,2016-07-10 18:21:01,Mobile App,Card
211,38734,22,2016-07-10 19:09:32,Website,Card
212,80675,22,2016-07-11 17:24:57,Offline Store,Card
213,1478,17,2016-07-12 17:18:09,Offline Store,Cash
214,866,17,2016-07-12 18:08:07,Offline Store,UPI
215,41130,22,2016-07-13 12:20:29,Offline Store,Card
216,34442,17,2016-07-13 14:07:29,Offline Store,Cash
217,23952,17,2016-07-13 15:55:04,Offline Store,Cash
218,43704,17,2016-07-13 18:58:16,Offline Store,Cash
219,10911,22,2016-07-13 19:27:28,Offline Store,Card
220,54360,22,2016-07-14 14:31:03,Offline Store,Cash
221,74936,17,2016-07-16 09:31:14,Website,UPI
222,10989,22,2016-07-16 14:17:59,Offline Store,Cash
223,84430,17,2016-07-16 17:03:07,Offline Store,UPI
224,38341,17,2016-07-16 17:13:37,Offline Store,UPI
225,52007,17,2016-07-16 18:16:26,Website,UPI
226,5065,22,2016-07-16 20:03:53,Offline Store,UPI
227,26768,17,2016-07-16 20:38:46,Offline Store,UPI
228,9836,22,2016-07-16 21:11:39,Offline Store,Cash
229,14627,22,2016-07-17 11:11:34,Offline Store,UPI
230,77232,22,2016-07-17 15:53:22,Offline Store,UPI
231,25116,17,2016-07-17 16:52:15,Website,Net Banking
232,99312,22,2016-07-17 18:58:11,Offline Store,Card
233,52798,17,2016-07-17 19:01:06,Website,Net Banking
234,25116,22,2016-07-17 19:36:07,Offline Store,Cash
235,4911,17,2016-07-17 20:01:52,Offline Store,Net Banking
236,82531,22,2016-07-17 21:07:28,Offline Store,UPI
237,36622,22,2016-07-18 10:48:13,Offline Store,Card
238,5077,17,2016-07-18 16:55:02,Offline Store,Card
239,3160,17,2016-07-18 20:59:46,Offline Store,Cash
240,65829,17,2016-07-19 12:49:41,Offline Store,Card
241,8933,22,2016-07-19 13:01:41,Offline Store,UPI
242,76685,22,2016-07-19 19:43:54,Offline Store,UPI
243,80116,22,2016-07-19 21:27:25,Website,Net Banking
244,84516,22,2016-07-20 18:39:21,Offline Store,UPI
245,816,17,2016-07-20 19:37:17,Offline Store,Cash
246,72538,17,2016-07-21 14:59:06,Offline Store,Card
247,5482,22,2016-07-21 16:04:16,Offline Store,Card
248,84944,22,2016-07-21 17:37:19,Offline Store,UPI
249,28241,22,2016-07-22 18:01:14,Offline Store,UPI
250,9251,22,2016-07-22 19:09:41,Offline Store,UPI
251,27423,17,2016-07-22 19:32:31,Offline Store,UPI
252,80198,22,2016-07-23 13:37:26,Offline Store,Cash
253,2092,17,2016-07-23 14:48:34,Offline Store,UPI
254,84232,17,2016-07-23 15:29:25,Offline Store,Card
255,10989,17,2016-07-23 17:11:42,Offline Store,UPI
256,80675,22,2016-07-23 18:30:20,Offline Store,Cash
257,28506,17,2016-07-23 19:55:15,Offline Store,UPI
258,26300,17,2016-07-23 20:04:24,Offline Store,UPI
259,47064,22,2016-07-24 10:54:26,Offline Store,UPI
260,69367,22,2016-07-24 19:02:40,Offline Store,Cash
261,26228,22,2016-07-24 21:05:19,Offline Store,UPI
262,84430,17,2016-07-25 11:15:57,Offline Store,Cash
263,50722,22,2016-07-25 12:39:00,Offline Store,Card
264,53096,17,2016-07-25 17:09:03,Offline Store,Card
265,23952,22,2016-07-25 20:40:37,Offline Store,Card
266,61127,22,2016-07-26 09:32:05,Website,Card
267,50722,22,2016-07-26 14:51:02,Offline Store,Cash
268,88747,22,2016-07-26 15:10:31,Offline Store,UPI
269,54897,17,2016-07-26 17:48:50,Website,UPI
270,66201,22,2016-07-26 21:10:33,Offline Store,Cash
271,70937,22,2016-07-26 22:07:30,Website,UPI
272,8583,17,2016-07-27 14:49:03,Offline Store,Card
273,94362,17,2016-07-27 17:08:16,Offline Store,Card
274,8957,22,2016-07-27 17:19:56,Offline Store,UPI
275,57021,22,2016-07-27 18:46:03,Offline Store,UPI
276,24786,17,2016-07-27 21:16:50,Offline Store,UPI
277,54435,17,2016-07-29 18:02:02,Offline Store,UPI
278,82531,22,2016-07-29 19:11:41,Offline Store,UPI
279,30354,22,2016-07-30 10:30:06,Offline Store,UPI
280,81999,22,2016-07-30 13:06:44,Flipkart,UPI
281,63674,22,2016-07-30 14:03:17,Offline Store,Card
282,38705,22,2016-07-30 15:26:13,Offline Store,Cash
283,82381,17,2016-07-30 15:41:09,Offline Store,Card
284,80675,17,2016-07-30 17:04:38,Offline Store,Cash
285,33381,22,2016-07-30 17:48:50,Offline Store,UPI
286,84232,22,2016-07-30 18:50:47,Offline Store,UPI
287,54177,22,2016-07-30 19:52:53,Offline Store,Cash
288,23952,17,2016-07-31 10:40:05,Website,Net Banking
289,56117,17,2016-07-31 19:00:07,Offline Store,Card
290,52368,22,2016-07-31 19:22:21,Offline Store,Cash
291,409,17,2016-08-01 10:46:43,Website,Card
292,48073,17,2016-08-01 15:08:54,Offline Store,UPI
293,43297,17,2016-08-01 18:02:00,Offline Store,Cash
294,1478,17,2016-08-01 19:25:18,Flipkart,UPI
295,409,17,2016-08-01 19:58:08,Offline Store,Cash
296,41130,22,2016-08-01 20:38:12,Offline Store,UPI
297,60283,17,2016-08-02 16:45:03,Offline Store,Cash
298,19027,17,2016-08-02 17:05:31,Offline Store,UPI
299,32086,22,2016-08-02 20:09:58,Offline Store,UPI
300,64306,17,2016-08-03 10:48:13,Offline Store,Cash
301,33435,17,2016-08-03 19:22:27,Offline Store,UPI
302,77556,22,2016-08-03 19:57:24,Offline Store,Card
303,54435,17,2016-08-04 13:22:49,Offline Store,Card
304,37571,17,2016-08-04 17:09:08,Offline Store,Card
305,81734,17,2016-08-04 18:32:20,Offline Store,UPI
306,84232,17,2016-08-04 20:58:46,Offline Store,Card
307,39810,17,2016-08-05 17:01:47,Offline Store,Card
308,58359,17,2016-08-05 17:47:24,Offline Store,Card
309,64306,17,2016-08-05 19:40:06,Offline Store,Cash
310,23405,22,2016-08-05 20:41:02,Offline Store,Cash
311,22352,17,2016-08-06 11:24:25,Website,Net Banking
312,91826,22,2016-08-06 13:32:06,Offline Store,UPI
313,57509,22,2016-08-06 13:32:26,Offline Store,Card
314,19027,17,2016-08-06 18:54:37,Offline Store,Card
315,31382,22,2016-08-06 19:09:06,Offline Store,Cash
316,69754,17,2016-08-07 11:12:39,Offline Store,Card
317,91333,22,2016-08-07 16:04:42,Offline Store,UPI
318,19942,17,2016-08-07 18:29:30,Offline Store,UPI
319,75222,17,2016-08-07 18:50:45,Offline Store,Cash
320,30962,22,2016-08-07 19:14:49,Offline Store,UPI
321,57007,22,2016-08-07 20:03:50,Offline Store,Card
322,54435,17,2016-08-07 20:08:09,Offline Store,UPI
323,5055,17,2016-08-07 23:06:56,Amazon,UPI
324,30962,17,2016-08-08 11:04:15,Offline Store,UPI
325,95363,17,2016-08-08 18:55:12,Offline Store,UPI
326,69367,22,2016-08-08 19:43:26,Offline Store,UPI
327,87573,22,2016-08-08 19:44:41,Offline Store,UPI
328,43210,17,2016-08-09 16:19:07,Offline Store,Cash
329,12133,17,2016-08-09 17:00:42,Offline Store,UPI
330,3903,17,2016-08-09 18:30:52,Offline Store,UPI
331,63051,22,2016-08-09 19:09:39,Offline Store,UPI
332,94872,22,2016-08-09 19:34:24,Offline Store,UPI
333,53096,22,2016-08-09 20:06:08,Offline Store,Cash
334,31382,17,2016-08-10 18:52:26,Offline Store,UPI
335,99312,22,2016-08-10 18:54:15,Offline Store,UPI
336,19320,22,2016-08-10 19:32:27,Offline Store,UPI
337,21510,22,2016-08-10 19:41:12,Offline Store,UPI
338,80116,17,2016-08-11 06:09:57,Website,UPI
339,52007,22,2016-08-11 15:54:13,Offline Store,Cash
340,57007,22,2016-08-11 19:11:24,Offline Store,Card
341,67241,22,2016-08-12 12:14:39,Offline Store,UPI
342,17196,17,2016-08-12 13:04:52,Offline Store,Cash
343,78886,17,2016-08-12 18:37:45,Offline Store,UPI
344,25077,17,2016-08-12 20:41:02,Offline Store,UPI
345,78099,17,2016-08-12 21:55:09,Offline Store,UPI
346,36271,22,2016-08-13 16:10:37,Offline Store,Cash
347,31050,17,2016-08-13 16:41:33,Offline Store,Cash
348,43210,22,2016-08-13 17:17:17,Offline Store,UPI
349,10911,17,2016-08-13 18:27:24,Offline Store,UPI
350,24786,17,2016-08-13 19:11:58,Offline Store,UPI
351,88481,22,2016-08-13 20:16:52,Offline Store,UPI
352,88922,22,2016-08-14 13:40:39,Offline Store,UPI
353,97837,22,2016-08-14 14:16:30,Offline Store,UPI
354,32063,17,2016-08-14 14:53:42,Offline Store,Cash
355,27423,17,2016-08-14 16:30:16,Offline Store,Cash
356,26591,17,2016-08-14 20:04:25,Website,Net Banking
357,62972,22,2016-08-15 12:22:03,Mobile App,UPI
358,44369,17,2016-08-15 13:33:33,Offline Store,Card
359,409,17,2016-08-15 20:08:44,Offline Store,Card
360,93906,17,2016-08-16 13:16:43,Offline Store,Card
361,34442,17,2016-08-16 18:51:52,Offline Store,Card
362,58812,22,2016-08-16 19:14:11,Website,Net Banking
363,25077,17,2016-08-16 20:42:01,Offline Store,Cash
364,60905,17,2016-08-17 10:00:17,Website,UPI
365,32063,22,2016-08-17 15:53:51,Offline Store,Card
366,17196,17,2016-08-17 16:01:22,Offline Store,Cash
367,24987,22,2016-08-17 17:17:56,Offline Store,Card
368,85977,22,2016-08-17 17:30:57,Offline Store,Cash
369,64453,17,2016-08-17 18:13:49,Offline Store,UPI
370,12422,17,2016-08-17 18:52:00,Website,UPI
371,99647,22,2016-08-17 19:50:19,Offline Store,Card
372,24593,17,2016-08-17 20:41:54,Offline Store,Card
373,85271,22,2016-08-18 11:07:19,Offline Store,UPI
374,76685,22,2016-08-18 20:18:26,Offline Store,UPI
375,74277,22,2016-08-19 12:13:47,Offline Store,UPI
376,38349,22,2016-08-19 15:09:05,Offline Store,UPI
377,20458,17,2016-08-19 15:24:21,Offline Store,UPI
378,35208,22,2016-08-19 18:34:17,Website,UPI
379,67400,17,2016-08-19 19:29:44,Offline Store,Cash
380,19247,17,2016-08-19 20:08:37,Offline Store,UPI
381,64306,17,2016-08-19 21:33:58,Offline Store,Cash
382,7833,22,2016-08-20 12:42:51,Offline Store,UPI
383,5077,17,2016-08-20 15:29:56,Offline Store,UPI
384,99631,17,2016-08-20 18:01:34,Offline Store,Cash
385,15464,22,2016-08-20 20:17:04,Website,Net Banking
386,38057,17,2016-08-20 20:54:23,Offline Store,Card
387,76832,22,2016-08-21 10:40:02,Offline Store,UPI
388,52269,22,2016-08-21 15:03:37,Offline Store,UPI
389,50423,17,2016-08-21 17:38:48,Offline Store,UPI
390,27145,17,2016-08-21 17:45:43,Offline Store,Cash
391,74277,22,2016-08-21 20:34:40,Offline Store,Card
392,50277,22,2016-08-21 20:58:22,Offline Store,UPI
393,74062,17,2016-08-21 22:36:56,Website,UPI
394,20371,17,2016-08-22 14:43:00,Website,UPI
395,88481,22,2016-08-22 15:38:03,Offline Store,UPI
396,77684,17,2016-08-22 16:20:12,Offline Store,Cash
397,2092,17,2016-08-22 17:56:36,Offline Store,UPI
398,36271,17,2016-08-22 20:50:31,Offline Store,UPI
399,95094,17,2016-08-23 13:11:51,Offline Store,Card
400,88384,17,2016-08-23 17:45:29,Flipkart,Card
401,85271,22,2016-08-23 18:16:40,Offline Store,UPI
402,75222,17,2016-08-23 19:45:31,Offline Store,Cash
403,45936,17,2016-08-23 20:42:23,Offline Store,UPI
404,43704,22,2016-08-23 21:13:09,Mobile App,UPI
405,59721,22,2016-08-23 21:54:41,Offline Store,Cash
406,92665,17,2016-08-25 15:31:33,Offline Store,UPI
407,48073,22,2016-08-25 16:24:08,Offline Store,UPI
408,20152,22,2016-08-25 16:33:49,Offline Store,UPI
409,56586,22,2016-08-25 17:23:36,Offline Store,Cash
410,12180,17,2016-08-25 18:37:17,Offline Store,UPI
411,73830,22,2016-08-26 10:07:06,Amazon,Net Banking
412,43269,17,2016-08-26 12:08:01,Offline Store,UPI
413,89642,17,2016-08-26 17:10:50,Offline Store,Card
414,60283,17,2016-08-26 17:28:30,Offline Store,Net Banking
415,83193,22,2016-08-26 18:43:55,Offline Store,UPI
416,54637,22,2016-08-26 19:03:03,Offline Store,Card
417,45875,22,2016-08-27 14:00:12,Offline Store,UPI
418,26056,17,2016-08-27 16:28:42,Offline Store,Card
419,89523,17,2016-08-27 17:50:14,Offline Store,Cash
420,19247,22,2016-08-27 18:02:26,Offline Store,Cash
421,82912,17,2016-08-27 18:47:25,Offline Store,Card
422,21009,17,2016-08-27 19:53:22,Offline Store,Cash
423,87451,17,2016-08-28 10:46:24,Mobile App,UPI
424,26850,17,2016-08-28 15:47:23,Offline Store,Card
425,56224,17,2016-08-28 17:03:51,Offline Store,Cash
426,53454,17,2016-08-28 17:26:00,Offline Store,Card
427,2319,22,2016-08-28 18:14:10,Offline Store,Cash
428,8469,17,2016-08-28 19:20:24,Offline Store,Card
429,409,17,2016-08-28 19:32:17,Offline Store,Card
430,7324,17,2016-08-29 16:09:00,Offline Store,Cash
431,57632,17,2016-08-29 16:13:38,Mobile App,UPI
432,28882,22,2016-08-29 17:28:47,Offline Store,UPI
433,38911,17,2016-08-29 19:00:57,Flipkart,Net Banking
434,28226,22,2016-08-29 20:28:23,Offline Store,Card
435,32086,17,2016-08-29 20:33:08,Offline Store,Cash
436,44740,17,2016-08-30 08:30:59,Website,Net Banking
437,39939,17,2016-08-30 19:12:44,Offline Store,UPI
438,74402,17,2016-08-31 12:37:40,Offline Store,UPI
439,88747,22,2016-08-31 18:44:12,Website,Net Banking
440,34258,22,2016-08-31 19:11:44,Offline Store,Card
441,1407,22,2016-09-01 12:58:17,Offline Store,UPI
442,18625,22,2016-09-01 17:51:20,Offline Store,UPI
443,97568,22,2016-09-01 18:17:42,Offline Store,Card
444,20871,22,2016-09-01 19:38:26,Offline Store,Cash
445,4911,22,2016-09-02 10:25:00,Offline Store,UPI
446,39939,17,2016-09-02 18:41:44,Offline Store,Cash
447,68519,22,2016-09-02 19:19:53,Offline Store,UPI
448,9984,22,2016-09-03 11:31:44,Offline Store,Cash
449,12211,17,2016-09-03 15:17:19,Offline Store,UPI
450,12422,17,2016-09-03 17:06:51,Offline Store,UPI
451,35155,17,2016-09-03 18:55:46,Offline Store,Cash
452,73676,22,2016-09-03 20:57:47,Offline Store,Cash
453,58107,22,2016-09-04 11:36:01,Offline Store,Cash
454,78219,17,2016-09-04 16:39:12,Flipkart,Net Banking
455,2031,22,2016-09-04 16:58:05,Offline Store,Cash
456,76574,17,2016-09-04 18:04:06,Offline Store,Cash
457,93752,22,2016-09-04 20:14:37,Offline Store,UPI
458,27417,22,2016-09-05 12:36:04,Offline Store,UPI
459,93352,17,2016-09-05 17:59:45,Offline Store,UPI
460,89642,22,2016-09-05 19:31:12,Offline Store,Cash
461,52778,17,2016-09-05 20:04:02,Offline Store,UPI
462,72974,17,2016-09-06 11:04:22,Offline Store,UPI
463,99631,17,2016-09-06 17:42:36,Offline Store,UPI
464,87573,22,2016-09-06 18:28:54,Offline Store,UPI
465,86367,22,2016-09-06 19:10:08,Offline Store,UPI
466,49526,17,2016-09-06 21:21:12,Offline Store,Cash
467,84312,22,2016-09-06 21:42:30,Website,Net Banking
468,13612,17,2016-09-07 10:08:13,Offline Store,Cash
469,84312,17,2016-09-07 11:24:36,Offline Store,UPI
470,46791,22,2016-09-07 17:15:19,Offline Store,Card
