purchase_order_detail_id,purchase_order_id,variant_id,quantity
451,59,772,15
452,59,506,122
453,60,18,9
454,60,778,84
455,60,7,13
456,60,9,22
457,60,205,11
458,60,325,13
459,60,13,10
460,60,338,16
461,60,540,15
462,60,14,9
463,60,323,14
464,60,451,17
465,60,8,3
466,61,723,29
467,61,724,29
468,61,722,22
469,61,721,20
470,62,621,3
471,62,319,18
472,62,612,5
473,62,410,10
474,62,615,16
475,62,616,18
476,62,415,14
477,62,622,18
478,62,613,5
479,62,619,15
480,62,417,15
481,62,614,7
482,63,401,19
483,63,550,36
484,63,787,107
485,63,360,22
486,63,347,24
487,64,564,66
488,64,566,48
489,64,568,37
490,64,561,48
491,64,562,47
492,65,419,18
493,65,476,38
494,65,470,40
495,65,429,27
496,65,424,25
497,65,469,36
498,65,477,52
499,65,740,14
500,66,97,13
501,66,382,27
502,66,109,12
503,66,100,21
504,66,580,31
505,66,379,15
506,66,110,13
507,66,578,46
508,66,112,14
509,66,106,16
510,66,380,13
511,66,381,19
512,67,41,35
513,67,460,133
514,67,459,151
515,67,45,34
516,67,395,21
517,67,785,290
518,67,36,52
519,67,21,59
520,67,344,15
521,67,554,60
522,67,402,20
523,67,558,59
524,68,416,24
525,68,412,16
526,68,612,12
527,68,618,26
528,68,625,24
529,68,621,10
530,68,613,1
531,68,614,12
532,68,623,18
533,68,320,5
534,69,112,32
535,69,384,18
536,69,113,48
537,69,104,41
538,69,103,35
539,69,379,19
540,70,147,9
541,70,140,11
542,70,143,17
543,70,146,12
544,70,149,13
545,70,710,14
546,70,155,27
547,70,148,17
548,70,138,15
549,71,653,21
550,71,651,19
551,71,648,26
552,71,655,24
553,71,647,22
554,71,650,20
555,71,652,21
556,72,804,115
557,72,801,172
558,72,797,188
559,72,530,28
560,72,531,25
561,72,532,29
562,72,799,114
563,72,802,127
564,72,803,139
565,73,285,12
566,73,295,22
567,73,286,10
568,73,287,8
569,73,296,13
570,73,289,25
571,73,288,17
572,74,754,23
573,74,278,17
574,74,755,17
575,74,284,5
576,74,281,17
577,74,282,10
578,74,756,21
579,74,275,15
580,74,753,20
581,74,270,4
582,74,276,7
583,74,273,17
584,75,105,21
585,75,99,13
586,75,101,47
587,75,115,24
588,75,109,21
589,75,98,29
590,76,328,22
591,76,20,38
592,76,543,72
593,76,332,29
594,76,12,37
595,76,13,46
596,76,334,29
597,76,17,38
598,76,544,36
599,76,778,249
600,76,3,32
601,76,450,93
602,77,637,10
603,77,630,5
604,77,555,18
605,77,52,3
606,77,457,19
607,77,358,15
608,77,459,7
609,77,34,6
610,77,391,18
611,78,745,17
612,78,741,20
613,78,314,26
614,78,742,14
615,78,746,19
616,78,313,24
617,78,744,20
618,78,748,20
619,79,656,26
620,79,659,20
621,79,660,20
622,79,657,21
623,79,658,18
624,79,661,19
625,80,718,28
626,80,717,41
627,80,304,21
628,80,300,33
629,80,301,20
630,80,719,30
631,80,303,31
632,80,720,29
633,80,297,27
634,81,31,4
635,81,461,5
636,81,629,17
637,81,403,18
638,81,47,5
639,81,42,6
640,81,783,23
641,81,39,18
642,81,347,1
643,81,628,13
644,81,462,27
645,82,511,70
646,82,514,65
647,82,515,90
648,82,792,79
649,82,512,82
650,82,513,79
651,82,791,147
652,82,793,105
653,82,517,66
654,82,508,50
655,82,509,55
656,82,516,33
657,83,624,8
658,83,611,15
659,83,625,6
660,83,612,16
661,83,417,12
662,83,412,9
663,83,315,4
664,84,404,14
665,84,51,20
666,84,43,5
667,84,26,7
668,84,397,21
669,84,458,27
670,84,47,7
671,84,22,5
672,84,637,21
673,84,634,25
674,85,719,33
675,85,299,21
676,85,298,17
677,85,297,21
678,85,303,23
679,85,305,19
680,86,719,5
681,86,720,7
682,86,299,5
683,86,303,9
684,86,304,7
685,86,718,6
686,87,48,36
687,87,346,19
688,87,633,31
689,87,309,19
690,87,632,19
691,87,456,84
692,87,462,94
693,88,649,15
694,88,647,18
695,88,652,24
696,88,648,25
697,88,655,14
698,88,654,21
699,88,653,22
700,88,651,9
701,88,650,21
702,89,38,14
703,89,785,46
704,89,343,17
705,89,27,15
706,89,783,52
707,89,44,6
708,89,25,3
709,89,782,47
710,89,456,15
711,90,473,17
712,90,740,20
713,90,428,18
714,90,737,18
715,90,738,18
716,90,423,16
717,90,468,23
718,90,464,24
719,90,465,30
720,90,419,14
721,90,734,13
722,90,421,16
723,91,46,21
724,91,47,34
725,91,33,18
726,91,35,13
727,91,784,110
728,91,359,16
729,91,786,123
730,91,308,15
731,91,43,21
732,92,105,39
733,92,582,37
734,92,111,29
735,92,107,30
736,92,101,37
737,92,108,35
738,92,581,52
739,93,51,9
740,93,24,8
741,93,47,10
742,93,41,4
743,93,559,16
744,93,788,103
745,93,43,9
746,93,23,3
747,93,22,6
748,93,784,6
749,93,35,3
750,94,398,13
751,94,549,22
752,94,458,13
753,94,784,13
754,94,556,3
755,94,50,25
756,94,404,12
757,94,346,18
758,94,356,18
759,94,402,18
760,94,463,6
761,95,71,27
762,95,89,36
763,95,586,53
764,95,96,32
765,96,86,41
766,96,431,19
767,96,85,32
768,96,589,74
769,96,96,61
770,96,82,51
771,96,89,57
772,96,84,41
773,96,87,28
774,96,72,35
775,96,528,98
776,96,88,49
777,96,94,63
778,97,471,108
779,97,734,18
780,97,740,22
781,97,739,24
782,97,478,91
783,97,425,22
784,97,475,79
785,97,423,24
786,97,428,27
787,98,548,27
788,98,28,21
789,98,455,26
790,98,343,20
791,98,37,14
792,98,634,25
793,98,459,36
794,98,306,30
795,99,511,79
796,99,515,69
797,99,600,62
798,99,793,169
799,99,597,41
800,99,794,154
801,99,513,78
802,99,508,49
803,99,795,136
804,99,517,78
805,100,498,29
806,100,500,32
807,100,765,26
808,100,499,28
809,100,494,34
810,100,501,24
811,101,187,35
812,101,714,46
813,101,716,56
814,101,185,19
815,101,178,29
816,101,183,19
817,101,186,12
818,101,184,49
819,101,180,34
820,102,540,9
821,102,4,9
822,102,335,16
823,102,778,33
824,102,774,55
825,103,675,25
826,103,674,24
827,103,673,27
828,103,676,24
829,104,472,26
830,104,419,15
831,104,423,13
832,104,736,15
833,105,673,24
834,105,676,26
835,105,675,22
836,105,674,28
837,106,172,59
838,106,163,37
839,106,160,41
840,106,176,53
841,106,519,134
842,106,171,38
843,106,167,37
844,106,159,43
845,107,127,38
846,107,135,27
847,107,121,24
848,107,707,35
849,107,136,39
850,107,124,37
851,107,134,38
852,107,128,36
853,107,133,31
854,107,702,29
855,107,706,23
856,107,123,35
857,107,132,22
858,108,96,73
859,108,82,48
860,108,366,29
861,108,365,33
862,108,364,25
863,108,73,38
864,108,70,44
865,108,77,56
866,108,430,23
867,109,707,32
868,109,131,15
869,109,126,15
870,109,120,13
871,109,705,31
872,109,704,31
873,110,126,53
874,110,127,49
875,110,703,43
876,110,131,36
877,110,121,29
878,110,700,46
879,110,702,53
880,110,706,31
881,110,135,44
882,111,500,89
883,111,768,28
884,111,502,105
885,111,494,95
886,111,495,103
887,111,765,22
888,112,93,38
889,112,368,25
890,112,526,55
891,112,75,33
892,112,430,23
893,112,87,22
894,112,85,40
895,113,253,36
896,113,259,32
897,113,260,29
898,113,255,26
899,113,266,25
900,113,268,23
901,113,267,31
902,113,264,23
903,113,269,21
904,113,257,29
905,113,265,30
906,114,37,14
907,114,461,23
908,114,359,4
909,114,630,5
910,114,553,10
911,114,397,17
912,114,550,38
913,114,399,17
914,114,556,1
915,114,459,17
916,115,676,6
917,115,673,14
918,115,675,16
919,115,674,7
920,116,122,45
921,116,130,35
922,116,133,45
923,116,129,43
924,116,700,38
925,116,704,53
926,116,707,28
927,116,134,31
928,116,120,46
929,116,131,62
930,116,128,37
931,117,302,21
932,117,305,24
933,117,300,18
934,117,718,33
935,117,301,18
936,117,298,23
937,117,304,34
938,117,297,31
939,117,720,41
940,117,303,27
941,117,717,29
942,117,719,36
943,118,9,3
944,118,330,21
945,118,324,11
946,118,777,61
947,118,780,21
948,118,340,21
949,118,449,30
950,119,513,73
951,119,600,50
952,119,794,175
953,119,599,42
954,119,515,59
955,119,512,50
956,119,510,40
957,119,514,56
958,119,598,29
959,120,487,39
960,120,484,44
961,120,483,54
962,120,490,46
963,120,485,81
964,121,236,11
965,121,248,14
966,121,246,13
967,121,242,21
968,121,244,7
969,121,239,6
970,121,249,27
971,121,245,17
972,121,233,16
973,121,240,5
974,122,422,23
975,122,477,6
976,122,467,6
977,122,473,11
978,122,471,11
979,122,466,32
980,122,469,14
981,122,735,18
982,123,755,9
983,123,756,10
984,123,276,7
985,123,274,3
986,123,278,3
987,123,282,7
988,123,277,5
989,123,280,3
990,123,271,6
991,123,270,7
992,123,754,18
993,123,281,4
994,124,446,25
995,124,332,12
996,124,452,22
997,124,778,111
998,125,666,19
999,125,662,17
1000,125,667,11
1001,125,663,14
1002,125,664,12
1003,125,665,22
1004,126,316,15
1005,126,319,13
1006,126,623,3
1007,126,409,9
1008,126,616,5
1009,127,562,4
1010,127,565,4
1011,127,560,10
1012,127,567,8
1013,128,584,58
1014,128,75,45
1015,128,74,58
1016,128,366,17
1017,128,95,37
1018,128,81,67
1019,128,86,57
1020,128,73,29
1021,128,433,20
1022,128,96,63
1023,128,93,48
1024,128,80,33
1025,129,455,13
1026,129,359,5
1027,129,552,25
1028,129,35,1
1029,129,25,1
1030,129,548,15
1031,129,556,10
1032,129,347,2
1033,129,29,10
1034,129,627,16
1035,130,784,39
1036,130,41,8
1037,130,48,9
1038,130,25,2
1039,130,32,8
1040,130,458,40
1041,130,463,10
1042,130,460,35
1043,130,23,6
1044,130,308,7
1045,130,553,21
1046,130,353,3
1047,131,385,20
1048,131,386,18
1049,131,694,46
1050,131,66,18
1051,131,693,30
1052,132,670,8
1053,132,671,14
1054,132,672,11
1055,132,668,11
1056,132,669,14
1057,133,407,17
1058,133,625,24
1059,133,621,24
1060,133,417,19
1061,133,316,16
1062,133,620,18
1063,133,623,19
1064,133,617,12
1065,133,412,11
1066,134,319,16
1067,134,612,23
1068,134,618,20
1069,134,417,20
1070,134,410,9
1071,134,621,25
1072,135,315,7
1073,135,318,8
1074,135,623,5
1075,135,320,9
1076,135,407,7
1077,135,614,14
1078,135,415,6
1079,135,408,4
1080,136,416,12
1081,136,320,16
1082,136,611,18
1083,136,319,18
1084,136,622,16
1085,136,411,16
1086,136,406,15
1087,136,412,20
1088,136,618,26
1089,136,318,18
1090,137,344,13
1091,137,400,21
1092,137,399,22
1093,137,50,25
1094,137,44,21
1095,137,32,26
1096,137,309,23
1097,137,781,179
1098,137,395,19
1099,137,391,12
1100,137,350,16
1101,137,626,11
1102,137,311,10
1103,138,139,13
1104,138,152,6
1105,138,150,15
1106,138,137,9
1107,138,154,29
1108,138,142,6
1109,139,401,18
1110,139,30,26
1111,139,45,44
1112,139,35,10
1113,139,46,35
1114,139,31,16
1115,139,36,14
1116,139,784,163
1117,139,48,31
1118,139,343,23
1119,140,217,17
1120,140,218,7
1121,140,223,13
1122,140,222,16
1123,141,670,20
1124,141,672,18
1125,141,668,18
1126,141,669,19
1127,141,671,14
1128,142,1,24
1129,142,536,29
1130,142,775,106
1131,142,203,19
1132,142,324,22
1133,142,206,23
1134,142,11,10
1135,142,773,145
1136,142,780,57
1137,142,448,44
1138,143,417,25
1139,143,316,6
1140,143,406,27
1141,143,412,13
1142,143,615,20
1143,143,617,13
1144,143,613,2
1145,143,410,13
1146,143,621,12
1147,143,408,6
1148,143,611,13
1149,143,409,13
1150,144,468,39
1151,144,471,31
1152,144,425,20
1153,144,427,19
1154,144,418,24
1155,144,737,18
1156,144,476,39
1157,145,74,10
1158,145,528,50
1159,145,366,12
1160,145,96,26
1161,145,527,50
1162,145,89,15
1163,145,369,12
1164,145,84,12
1165,145,78,18
1166,146,571,3
1167,146,576,5
1168,146,574,5
1169,146,573,3
1170,146,575,13
1171,146,577,6
1172,146,569,7
1173,146,572,3
1174,146,570,4
1175,147,755,3
1176,147,284,3
1177,147,283,4
1178,147,753,13
1179,147,280,1
1180,148,191,20
1181,148,524,17
1182,148,189,16
1183,148,525,10
1184,148,523,21
1185,148,194,19
1186,149,745,21
1187,149,314,19
1188,149,741,21
1189,149,313,15
1190,149,748,15
1191,149,746,17
1192,149,744,21
1193,150,684,40
1194,150,683,30
1195,150,604,57
1196,150,390,26
1197,150,603,66
1198,150,680,16
1199,150,607,43
1200,150,682,44
1201,150,685,29
1202,151,263,26
1203,151,256,16
1204,151,264,30
1205,151,265,22
1206,151,267,31
1207,151,257,24
1208,151,266,25
1209,151,255,14
1210,151,254,23
1211,151,253,24
1212,151,269,27
1213,152,630,4
1214,152,309,9
1215,152,49,12
1216,152,635,24
1217,152,52,7
1218,152,392,7
1219,152,347,9
1220,152,395,16
1221,152,628,14
1222,153,777,227
1223,153,5,48
1224,153,776,187
1225,153,330,16
1226,153,778,189
1227,153,326,17
1228,153,536,73
1229,153,334,21
1230,154,774,51
1231,154,776,40
1232,154,332,12
1233,154,324,15
1234,154,337,6
1235,155,635,16
1236,155,21,31
1237,155,356,24
1238,155,22,50
1239,155,631,28
1240,156,490,92
1241,156,480,74
1242,156,489,70
1243,156,492,56
1244,156,486,61
1245,156,482,51
1246,156,762,19
1247,156,483,62
1248,157,61,28
1249,157,65,41
1250,157,385,22
1251,157,609,60
1252,157,690,37
1253,157,55,37
1254,157,696,39
1255,157,692,36
1256,157,691,23
1257,157,610,50
1258,158,2,11
1259,158,448,32
1260,158,446,22
1261,158,18,14
1262,158,451,20
1263,158,537,12
1264,158,203,12
1265,158,452,30
1266,158,454,21
1267,158,19,12
1268,158,326,10
1269,158,780,6
1270,159,811,40
1271,159,812,174
1272,159,807,59
1273,159,535,21
1274,159,805,59
1275,159,808,45
1276,159,534,16
1277,159,806,55
1278,159,810,47
1279,159,809,49
1280,160,662,26
1281,160,667,22
1282,160,665,24
1283,160,663,26
1284,161,267,15
1285,161,263,13
1286,161,257,19
1287,161,266,15
1288,161,268,9
1289,161,254,24
1290,161,255,12
1291,162,423,19
1292,162,473,27
1293,162,472,22
1294,162,469,32
1295,162,420,21
1296,162,467,8
1297,162,739,24
1298,162,476,8
1299,162,418,18
1300,163,506,46
1301,163,771,16
1302,163,504,32
1303,163,769,20
1304,163,507,44
1305,163,503,41
1306,163,772,18
1307,164,372,10
1308,164,373,6
1309,164,230,3
1310,164,222,14
1311,164,757,13
1312,164,219,1
1313,164,220,5
1314,164,224,2
1315,164,378,10
1316,164,377,7
1317,164,758,16
1318,164,214,9
1319,164,227,7
1320,165,756,8
1321,165,278,1
1322,165,275,5
1323,165,280,7
1324,165,272,6
1325,165,283,2
1326,165,755,2
1327,165,277,1
1328,165,284,1
1329,165,273,8
1330,165,274,2
1331,166,322,18
1332,166,14,15
1333,166,447,10
1334,166,540,9
1335,166,775,21
1336,166,773,65
1337,166,203,8
1338,166,11,12
1339,166,451,9
1340,166,776,21
1341,166,329,23
1342,166,333,22
1343,166,541,5
1344,166,1,7
1345,167,553,68
1346,167,33,53
1347,167,358,17
1348,167,401,25
1349,167,462,72
1350,168,294,8
1351,168,444,25
1352,168,285,7
1353,168,293,5
1354,168,445,27
1355,168,296,4
1356,168,290,4
1357,168,291,10
1358,168,295,14
1359,168,286,10
1360,168,288,14
1361,169,593,11
1362,169,592,6
1363,169,594,10
1364,169,591,8
1365,169,595,9
1366,170,29,39
1367,170,38,24
1368,170,461,135
1369,170,37,46
1370,170,788,184
1371,170,558,61
1372,170,398,18
1373,170,549,68
1374,170,354,19
1375,170,463,88
1376,171,383,22
1377,171,107,17
1378,171,97,20
1379,171,106,35
1380,171,112,9
1381,171,579,34
1382,171,116,21
1383,171,583,24
1384,171,105,25
1385,171,115,25
1386,171,102,15
1387,171,110,12
1388,172,411,15
1389,172,408,6
1390,172,621,8
1391,172,616,11
1392,172,625,6
1393,172,623,12
1394,172,618,14
1395,172,619,8
1396,172,614,14
1397,172,615,17
1398,173,268,10
1399,173,266,3
1400,173,267,6
1401,173,254,18
1402,173,257,7
1403,173,261,12
1404,173,253,13
1405,173,260,9
1406,173,263,8
1407,174,240,4
1408,174,239,5
1409,174,246,17
1410,174,251,8
1411,174,233,13
1412,175,388,20
1413,175,602,40
1414,175,603,57
1415,175,605,34
1416,175,680,25
1417,175,687,38
1418,175,604,43
1419,175,390,17
1420,176,773,274
1421,176,537,20
1422,176,16,18
1423,176,453,114
1424,176,17,22
1425,176,12,23
1426,176,324,18
1427,177,635,16
1428,177,358,14
1429,177,311,9
1430,177,352,14
1431,177,341,22
1432,177,350,19
1433,178,443,18
1434,178,750,18
1435,178,442,19
1436,178,749,12
1437,178,752,22
1438,178,751,15
1439,179,741,19
1440,179,745,16
1441,179,746,22
1442,179,748,21
1443,179,743,24
1444,179,312,19
1445,179,747,19
1446,179,314,15
1447,179,742,20
1448,179,744,21
1449,179,313,16
1450,180,60,7
1451,180,61,22
1452,180,54,23
1453,180,56,25
1454,180,695,38
1455,180,696,24
1456,181,801,58
1457,181,797,79
1458,181,803,93
1459,181,804,146
1460,181,530,25
1461,181,798,84
1462,181,533,36
1463,181,800,79
1464,181,799,88
1465,181,531,29
1466,181,532,45
1467,181,802,70
1468,182,290,9
1469,182,285,12
1470,182,293,8
1471,182,294,15
1472,182,292,20
1473,182,296,9
1474,182,291,16
1475,182,286,10
1476,183,601,61
1477,183,789,247
1478,183,516,119
1479,183,517,143
1480,183,515,78
1481,183,512,149
1482,183,598,69
1483,183,511,118
1484,183,514,95
1485,184,708,30
1486,184,710,17
1487,184,141,12
1488,184,711,31
1489,184,138,28
1490,184,156,34
1491,184,145,23
1492,185,413,18
1493,185,611,17
1494,185,315,9
1495,185,614,19
1496,185,414,15
1497,185,619,9
1498,185,317,6
1499,185,319,9
1500,185,415,14
1501,186,259,8
1502,186,256,18
1503,186,261,22
1504,186,269,15
1505,187,496,7
1506,187,497,8
1507,187,500,6
1508,187,766,19
1509,187,495,14
1510,187,501,9
1511,187,768,19
1512,187,767,20
1513,188,473,14
1514,188,423,12
1515,188,735,11
1516,188,471,4
1517,188,467,1
1518,188,731,11
1519,188,733,17
1520,188,734,20
1521,188,420,10
1522,188,477,10
1523,188,428,3
1524,188,429,17
1525,188,469,25
1526,189,599,7
1527,189,794,8
1528,189,511,6
1529,189,789,6
1530,189,512,14
1531,189,596,5
1532,189,514,21
1533,190,207,12
1534,190,449,44
1535,190,323,21
1536,190,11,21
1537,191,674,5
1538,191,676,11
1539,191,675,9
1540,191,673,6
1541,192,721,43
1542,192,724,30
1543,192,723,42
1544,192,722,44
1545,193,767,19
1546,193,498,35
1547,193,502,22
1548,193,499,28
1549,193,496,33
1550,193,765,18
1551,193,495,23
1552,193,501,35
1553,193,497,27
1554,193,500,37
1555,193,494,29
1556,193,768,17
1557,193,766,16
1558,194,169,14
1559,194,172,18
1560,194,518,30
1561,194,175,10
1562,195,346,22
1563,195,343,19
1564,195,633,22
1565,195,34,11
1566,195,785,92
1567,195,559,5
1568,195,781,113
1569,195,628,30
1570,195,46,19
1571,196,103,10
1572,196,108,27
1573,196,104,12
1574,196,380,17
1575,196,383,16
1576,196,102,12
1577,196,97,21
1578,196,99,25
1579,196,581,54
1580,197,195,20
1581,197,193,24
1582,197,196,33
1583,197,189,25
1584,197,522,42
1585,197,523,40
1586,198,736,11
1587,198,732,20
1588,198,472,60
1589,198,731,20
1590,198,428,20
1591,198,424,15
1592,199,651,23
1593,199,649,22
1594,199,648,19
1595,199,654,16
1596,199,650,14
1597,199,647,19
1598,199,655,19
1599,200,212,20
1600,200,229,23
1601,200,757,22
1602,200,373,20
1603,200,760,15
1604,200,232,18
1605,200,222,18
1606,200,224,15
1607,200,223,27
1608,200,209,18
1609,200,370,19
1610,201,409,19
1611,201,624,28
1612,201,614,14
1613,201,617,28
1614,201,415,22
1615,201,316,8
1616,201,613,11
1617,201,408,11
1618,201,612,27
1619,201,623,19
1620,202,652,25
1621,202,651,19
1622,202,655,13
1623,202,654,27
1624,202,650,18
1625,202,647,23
1626,202,648,18
1627,202,649,15
1628,202,653,22
1629,203,518,22
1630,203,170,15
1631,203,167,6
1632,203,171,9
1633,204,310,4
1634,204,40,10
1635,204,455,6
1636,204,22,8
1637,204,31,5
1638,204,51,7
1639,204,637,10
1640,205,78,15
1641,205,362,26
1642,205,73,13
1643,205,361,11
1644,205,435,26
1645,205,87,27
1646,205,69,11
1647,205,85,13
1648,206,297,21
1649,206,301,11
1650,206,300,20
1651,206,299,24
1652,206,304,14
1653,206,719,6
1654,206,303,18
1655,206,298,25
1656,206,720,3
1657,207,534,27
1658,207,809,149
1659,207,810,232
1660,207,807,172
